C28992R100;score
E1158N4856;-3,42
E1159N4856;-1,11
E1164N4856;-0,12
E1165N4856;-0,79
E1166N4856;-6,56
E1167N4856;-17,55
E1168N4856;-30,33
E1169N4856;-41,01
E1170N4856;-34,08
E1171N4856;-25,84
E1172N4856;-15,84
E1173N4856;-3,64
E1182N4856;-1,58
E1183N4856;-5,70
E1184N4856;-6,65
E1185N4856;-11,36
E1186N4856;-15,66
E1187N4856;-21,93
E1188N4856;-30,00
E1189N4856;-25,04
E1190N4856;-21,73
E1191N4856;-13,89
E1192N4856;-5,61
E1193N4856;-2,09
E1196N4856;-4,23
E1197N4856;-10,00
E1198N4856;-10,68
E1199N4856;-11,21
E1200N4856;-7,27
E1201N4856;-10,76
E1202N4856;-19,12
E1203N4856;-21,03
E1204N4856;-25,13
E1205N4856;-15,23
E1206N4856;-7,38
E1207N4856;-1,90
E1208N4856;-3,06
E1209N4856;-11,18
E1210N4856;-39,02
E1211N4856;-79,00
E1212N4856;-96,88
E1213N4856;-89,12
E1214N4856;-60,44
E1215N4856;-42,22
E1216N4856;-59,45
E1217N4856;-85,28
E1218N4856;-85,20
E1219N4856;-66,70
E1220N4856;-37,34
E1221N4856;-12,17
E1222N4856;-14,57
E1223N4856;-20,17
E1224N4856;-31,41
E1225N4856;-41,62
E1226N4856;-57,98
E1227N4856;-71,45
E1228N4856;-70,50
E1229N4856;-59,92
E1230N4856;-48,23
E1231N4856;-33,57
E1232N4856;-19,98
E1233N4856;-8,06
E1234N4856;-10,32
E1235N4856;-27,64
E1236N4856;-51,35
E1237N4856;-62,21
E1238N4856;-59,58
E1239N4856;-35,89
E1240N4856;-13,51
E1241N4856;-5,27
E1242N4856;-3,21
E1243N4856;-3,09
E1244N4856;-3,63
E1245N4856;-2,52
E1246N4856;-1,08
E1247N4856;-0,95
E1248N4856;-0,41
E1272N4856;-0,14
E1273N4856;-0,14
E1274N4856;-0,14
E1277N4856;-0,67
E1278N4856;-7,28
E1279N4856;-14,88
E1280N4856;-16,48
E1281N4856;-14,88
E1282N4856;-6,73
E1283N4856;-1,04
E1284N4856;-0,14
E1130N4857;-0,74
E1131N4857;-0,74
E1132N4857;-0,74
E1136N4857;-0,27
E1137N4857;-1,37
E1138N4857;-3,74
E1139N4857;-4,64
E1140N4857;-6,57
E1141N4857;-5,93
E1142N4857;-5,31
E1143N4857;-7,46
E1144N4857;-12,65
E1145N4857;-15,34
E1146N4857;-15,13
E1147N4857;-9,46
E1148N4857;-7,17
E1149N4857;-14,15
E1150N4857;-26,23
E1151N4857;-34,52
E1152N4857;-43,91
E1153N4857;-51,66
E1154N4857;-38,63
E1155N4857;-28,28
E1156N4857;-7,19
E1166N4857;-4,32
E1167N4857;-15,75
E1168N4857;-20,48
E1169N4857;-27,44
E1170N4857;-23,03
E1171N4857;-14,88
E1172N4857;-3,87
E1182N4857;-0,27
E1183N4857;-2,61
E1184N4857;-4,55
E1185N4857;-9,36
E1186N4857;-16,60
E1187N4857;-26,57
E1188N4857;-33,60
E1189N4857;-38,31
E1190N4857;-33,66
E1191N4857;-28,18
E1192N4857;-21,04
E1193N4857;-12,87
E1194N4857;-5,33
E1195N4857;-0,98
E1196N4857;-1,33
E1197N4857;-4,10
E1198N4857;-4,10
E1199N4857;-4,98
E1200N4857;-3,45
E1201N4857;-8,27
E1202N4857;-19,40
E1203N4857;-25,67
E1204N4857;-21,82
E1205N4857;-14,80
E1206N4857;-7,47
E1207N4857;-3,96
E1208N4857;-3,94
E1209N4857;-8,84
E1210N4857;-21,92
E1211N4857;-47,88
E1212N4857;-56,52
E1213N4857;-51,11
E1214N4857;-27,38
E1215N4857;-25,54
E1216N4857;-33,70
E1217N4857;-51,06
E1218N4857;-43,06
E1219N4857;-33,27
E1220N4857;-10,88
E1221N4857;-6,97
E1222N4857;-7,37
E1223N4857;-8,23
E1224N4857;-13,33
E1225N4857;-29,14
E1226N4857;-50,52
E1227N4857;-61,34
E1228N4857;-61,87
E1229N4857;-61,65
E1230N4857;-41,01
E1231N4857;-28,24
E1232N4857;-16,14
E1233N4857;-6,21
E1234N4857;-11,83
E1235N4857;-23,13
E1236N4857;-39,77
E1237N4857;-43,10
E1238N4857;-36,18
E1239N4857;-19,87
E1240N4857;-10,83
E1241N4857;-3,09
E1242N4857;-2,07
E1243N4857;-2,21
E1244N4857;-2,79
E1245N4857;-3,68
E1246N4857;-4,08
E1247N4857;-3,50
E1248N4857;-0,41
E1271N4857;-0,14
E1272N4857;-0,32
E1273N4857;-0,32
E1274N4857;-0,32
E1275N4857;-0,14
E1277N4857;-0,67
E1278N4857;-7,28
E1279N4857;-15,55
E1280N4857;-18,97
E1281N4857;-14,11
E1282N4857;-6,02
E1283N4857;-0,32
E1284N4857;-0,32
E1285N4857;-0,14
E1136N4858;-1,01
E1137N4858;-4,04
E1138N4858;-7,52
E1139N4858;-7,92
E1140N4858;-7,90
E1141N4858;-5,45
E1142N4858;-3,08
E1143N4858;-3,37
E1144N4858;-5,64
E1145N4858;-5,45
E1146N4858;-6,36
E1147N4858;-2,33
E1148N4858;-4,85
E1149N4858;-13,35
E1150N4858;-26,46
E1151N4858;-43,60
E1152N4858;-60,14
E1153N4858;-69,03
E1154N4858;-60,89
E1155N4858;-40,78
E1156N4858;-15,36
E1157N4858;-0,27
E1166N4858;-1,98
E1167N4858;-10,20
E1168N4858;-16,50
E1169N4858;-18,60
E1170N4858;-10,60
E1171N4858;-3,90
E1172N4858;-0,22
E1183N4858;-1,98
E1184N4858;-4,53
E1185N4858;-9,99
E1186N4858;-17,22
E1187N4858;-23,49
E1188N4858;-32,86
E1189N4858;-35,37
E1190N4858;-42,09
E1191N4858;-42,16
E1192N4858;-35,72
E1193N4858;-25,62
E1194N4858;-21,93
E1195N4858;-16,92
E1196N4858;-12,23
E1197N4858;-4,99
E1198N4858;-1,67
E1199N4858;-0,57
E1200N4858;-1,64
E1201N4858;-7,67
E1202N4858;-15,70
E1203N4858;-18,10
E1204N4858;-18,90
E1205N4858;-12,60
E1206N4858;-5,56
E1207N4858;-5,28
E1208N4858;-3,39
E1209N4858;-6,22
E1210N4858;-16,43
E1211N4858;-35,55
E1212N4858;-41,40
E1213N4858;-37,96
E1214N4858;-20,53
E1215N4858;-13,39
E1216N4858;-14,41
E1217N4858;-18,93
E1218N4858;-15,04
E1219N4858;-9,43
E1220N4858;-3,47
E1221N4858;-3,93
E1222N4858;-5,29
E1223N4858;-6,55
E1224N4858;-9,45
E1225N4858;-11,46
E1226N4858;-23,85
E1227N4858;-36,46
E1228N4858;-37,23
E1229N4858;-30,02
E1230N4858;-15,74
E1231N4858;-11,20
E1232N4858;-3,30
E1233N4858;-3,51
E1234N4858;-13,39
E1235N4858;-23,81
E1236N4858;-28,34
E1237N4858;-29,44
E1238N4858;-22,95
E1239N4858;-12,65
E1240N4858;-8,84
E1241N4858;-4,78
E1242N4858;-4,22
E1243N4858;-2,55
E1244N4858;-7,57
E1245N4858;-10,09
E1246N4858;-8,92
E1247N4858;-6,72
E1248N4858;-2,82
E1269N4858;-0,36
E1270N4858;-0,36
E1271N4858;-0,50
E1272N4858;-0,32
E1273N4858;-0,45
E1274N4858;-0,32
E1275N4858;-0,14
E1277N4858;-0,67
E1278N4858;-5,67
E1279N4858;-12,73
E1280N4858;-12,73
E1281N4858;-11,97
E1282N4858;-4,41
E1283N4858;-0,45
E1284N4858;-0,32
E1285N4858;-0,14
E1136N4859;-1,01
E1137N4859;-6,78
E1138N4859;-11,04
E1139N4859;-12,00
E1140N4859;-8,49
E1141N4859;-5,72
E1142N4859;-4,40
E1143N4859;-3,08
E1144N4859;-1,32
E1147N4859;-0,41
E1148N4859;-1,35
E1149N4859;-9,55
E1150N4859;-22,07
E1151N4859;-33,62
E1152N4859;-54,17
E1153N4859;-66,32
E1154N4859;-60,62
E1155N4859;-40,57
E1156N4859;-16,18
E1157N4859;-0,97
E1158N4859;-0,27
E1166N4859;-2,12
E1167N4859;-8,99
E1168N4859;-14,11
E1169N4859;-14,01
E1170N4859;-10,51
E1171N4859;-3,90
E1172N4859;-0,22
E1183N4859;-1,98
E1184N4859;-5,19
E1185N4859;-7,10
E1186N4859;-11,36
E1187N4859;-11,10
E1188N4859;-18,12
E1189N4859;-22,99
E1190N4859;-33,10
E1191N4859;-38,25
E1192N4859;-42,53
E1193N4859;-48,71
E1194N4859;-45,83
E1195N4859;-39,41
E1196N4859;-28,38
E1197N4859;-16,35
E1198N4859;-5,29
E1199N4859;-2,85
E1200N4859;-1,89
E1201N4859;-3,78
E1202N4859;-9,18
E1203N4859;-10,53
E1204N4859;-10,42
E1205N4859;-6,03
E1206N4859;-6,11
E1207N4859;-5,47
E1208N4859;-8,20
E1209N4859;-12,50
E1210N4859;-23,80
E1211N4859;-38,42
E1212N4859;-46,80
E1213N4859;-43,48
E1214N4859;-30,33
E1215N4859;-12,26
E1216N4859;-12,91
E1217N4859;-17,04
E1218N4859;-15,57
E1219N4859;-13,27
E1220N4859;-7,90
E1221N4859;-7,15
E1222N4859;-10,33
E1223N4859;-10,96
E1224N4859;-12,68
E1225N4859;-14,21
E1226N4859;-17,19
E1227N4859;-17,61
E1228N4859;-14,82
E1229N4859;-10,59
E1230N4859;-4,37
E1231N4859;-1,04
E1233N4859;-2,74
E1234N4859;-13,82
E1235N4859;-25,34
E1236N4859;-40,15
E1237N4859;-36,90
E1238N4859;-29,45
E1239N4859;-19,77
E1240N4859;-15,31
E1241N4859;-10,87
E1242N4859;-8,22
E1243N4859;-7,41
E1244N4859;-11,58
E1245N4859;-15,26
E1246N4859;-16,65
E1247N4859;-9,64
E1248N4859;-2,42
E1260N4859;-0,35
E1261N4859;-0,35
E1262N4859;-0,35
E1268N4859;-0,36
E1269N4859;-1,87
E1270N4859;-1,87
E1271N4859;-2,01
E1272N4859;-0,68
E1273N4859;-0,32
E1274N4859;-0,32
E1275N4859;-0,14
E1278N4859;-0,67
E1279N4859;-4,77
E1280N4859;-4,77
E1281N4859;-4,23
E1282N4859;-0,32
E1283N4859;-0,32
E1284N4859;-0,32
E1285N4859;-0,14
E1136N4860;-2,53
E1137N4860;-8,82
E1138N4860;-12,34
E1139N4860;-13,29
E1140N4860;-10,02
E1141N4860;-5,72
E1142N4860;-3,08
E1143N4860;-3,08
E1144N4860;-1,32
E1147N4860;-2,39
E1148N4860;-3,27
E1149N4860;-9,97
E1150N4860;-17,56
E1151N4860;-24,75
E1152N4860;-30,93
E1153N4860;-40,82
E1154N4860;-35,28
E1155N4860;-28,41
E1156N4860;-9,26
E1157N4860;-0,97
E1158N4860;-0,27
E1166N4860;-1,22
E1167N4860;-4,41
E1168N4860;-7,92
E1169N4860;-8,01
E1170N4860;-4,81
E1171N4860;-0,22
E1175N4860;-0,29
E1176N4860;-0,29
E1177N4860;-3,96
E1178N4860;-4,08
E1179N4860;-4,08
E1180N4860;-0,41
E1183N4860;-1,88
E1184N4860;-5,05
E1185N4860;-5,64
E1186N4860;-8,80
E1187N4860;-8,80
E1188N4860;-10,23
E1189N4860;-14,04
E1190N4860;-20,95
E1191N4860;-30,22
E1192N4860;-41,44
E1193N4860;-54,55
E1194N4860;-58,89
E1195N4860;-58,83
E1196N4860;-36,88
E1197N4860;-17,51
E1198N4860;-6,73
E1199N4860;-6,33
E1200N4860;-9,84
E1201N4860;-14,88
E1202N4860;-13,80
E1203N4860;-8,42
E1204N4860;-4,71
E1205N4860;-4,84
E1206N4860;-11,15
E1207N4860;-18,83
E1208N4860;-27,16
E1209N4860;-29,26
E1210N4860;-36,09
E1211N4860;-49,59
E1212N4860;-60,97
E1213N4860;-51,80
E1214N4860;-39,71
E1215N4860;-21,78
E1216N4860;-31,03
E1217N4860;-38,85
E1218N4860;-39,68
E1219N4860;-24,66
E1220N4860;-15,73
E1221N4860;-10,28
E1222N4860;-13,68
E1223N4860;-16,54
E1224N4860;-15,62
E1225N4860;-14,88
E1226N4860;-13,19
E1227N4860;-12,76
E1228N4860;-8,85
E1229N4860;-3,33
E1233N4860;-3,28
E1234N4860;-15,05
E1235N4860;-35,86
E1236N4860;-52,47
E1237N4860;-59,86
E1238N4860;-48,91
E1239N4860;-33,85
E1240N4860;-17,72
E1241N4860;-13,53
E1242N4860;-12,61
E1243N4860;-12,34
E1244N4860;-22,06
E1245N4860;-24,31
E1246N4860;-21,25
E1247N4860;-12,73
E1248N4860;-3,85
E1250N4860;-0,41
E1251N4860;-0,41
E1252N4860;-0,41
E1259N4860;-0,35
E1260N4860;-0,80
E1261N4860;-0,80
E1262N4860;-0,80
E1263N4860;-0,35
E1268N4860;-1,39
E1269N4860;-3,26
E1270N4860;-3,62
E1271N4860;-3,60
E1272N4860;-1,88
E1273N4860;-0,48
E1274N4860;-0,14
E1282N4860;-0,14
E1283N4860;-0,14
E1284N4860;-0,14
E1136N4861;-1,80
E1137N4861;-5,88
E1138N4861;-10,64
E1139N4861;-8,83
E1140N4861;-5,70
E1141N4861;-2,27
E1142N4861;-1,32
E1143N4861;-1,32
E1146N4861;-1,98
E1147N4861;-5,37
E1148N4861;-12,26
E1149N4861;-23,02
E1150N4861;-24,24
E1151N4861;-23,51
E1152N4861;-16,70
E1153N4861;-14,85
E1154N4861;-10,43
E1155N4861;-8,99
E1156N4861;-1,43
E1157N4861;-0,97
E1158N4861;-0,27
E1166N4861;-0,81
E1167N4861;-5,72
E1168N4861;-8,55
E1169N4861;-7,88
E1170N4861;-2,97
E1174N4861;-4,34
E1175N4861;-5,75
E1176N4861;-9,42
E1177N4861;-10,68
E1178N4861;-9,81
E1179N4861;-9,52
E1180N4861;-4,62
E1181N4861;-0,41
E1183N4861;-0,84
E1184N4861;-2,99
E1185N4861;-4,91
E1186N4861;-9,04
E1187N4861;-12,53
E1188N4861;-15,80
E1189N4861;-14,38
E1190N4861;-14,92
E1191N4861;-16,45
E1192N4861;-31,10
E1193N4861;-50,58
E1194N4861;-62,46
E1195N4861;-54,65
E1196N4861;-38,53
E1197N4861;-19,01
E1198N4861;-9,91
E1199N4861;-13,15
E1200N4861;-31,84
E1201N4861;-36,50
E1202N4861;-34,27
E1203N4861;-17,29
E1204N4861;-7,27
E1205N4861;-8,91
E1206N4861;-30,28
E1207N4861;-61,69
E1208N4861;-73,80
E1209N4861;-72,03
E1210N4861;-48,64
E1211N4861;-52,78
E1212N4861;-54,46
E1213N4861;-55,82
E1214N4861;-38,75
E1215N4861;-31,02
E1216N4861;-48,83
E1217N4861;-60,14
E1218N4861;-61,03
E1219N4861;-37,04
E1220N4861;-16,56
E1221N4861;-11,32
E1222N4861;-13,75
E1223N4861;-13,83
E1224N4861;-16,33
E1225N4861;-17,24
E1226N4861;-14,31
E1227N4861;-9,10
E1228N4861;-6,03
E1229N4861;-2,07
E1230N4861;-0,41
E1231N4861;-1,79
E1232N4861;-2,13
E1233N4861;-5,68
E1234N4861;-15,14
E1235N4861;-40,39
E1236N4861;-62,91
E1237N4861;-76,63
E1238N4861;-61,00
E1239N4861;-45,19
E1240N4861;-29,01
E1241N4861;-29,95
E1242N4861;-37,23
E1243N4861;-38,86
E1244N4861;-41,32
E1245N4861;-33,87
E1246N4861;-27,79
E1247N4861;-14,35
E1248N4861;-1,44
E1249N4861;-0,41
E1250N4861;-0,95
E1251N4861;-0,95
E1252N4861;-0,95
E1253N4861;-0,41
E1259N4861;-0,35
E1260N4861;-0,80
E1261N4861;-1,15
E1262N4861;-0,80
E1263N4861;-0,35
E1268N4861;-1,39
E1269N4861;-3,26
E1270N4861;-4,64
E1271N4861;-4,06
E1272N4861;-2,20
E1273N4861;-0,80
E1274N4861;-0,35
E1277N4861;-1,38
E1278N4861;-1,38
E1279N4861;-1,38
E1136N4862;-1,80
E1137N4862;-4,20
E1138N4862;-5,14
E1139N4862;-5,14
E1140N4862;-2,74
E1146N4862;-1,98
E1147N4862;-4,96
E1148N4862;-13,70
E1149N4862;-22,82
E1150N4862;-29,60
E1151N4862;-23,75
E1152N4862;-12,65
E1153N4862;-2,90
E1154N4862;-0,35
E1155N4862;-0,62
E1156N4862;-0,62
E1157N4862;-0,27
E1166N4862;-4,10
E1167N4862;-11,85
E1168N4862;-14,73
E1169N4862;-14,73
E1170N4862;-9,14
E1171N4862;-2,16
E1173N4862;-4,05
E1174N4862;-10,77
E1175N4862;-12,53
E1176N4862;-16,72
E1177N4862;-16,33
E1178N4862;-14,74
E1179N4862;-9,92
E1180N4862;-4,62
E1181N4862;-0,41
E1183N4862;-0,57
E1184N4862;-3,49
E1185N4862;-8,40
E1186N4862;-21,01
E1187N4862;-25,09
E1188N4862;-24,35
E1189N4862;-15,70
E1190N4862;-12,48
E1191N4862;-17,51
E1192N4862;-30,30
E1193N4862;-41,82
E1194N4862;-44,81
E1195N4862;-37,49
E1196N4862;-24,14
E1197N4862;-8,55
E1198N4862;-7,27
E1199N4862;-22,18
E1200N4862;-47,95
E1201N4862;-57,03
E1202N4862;-54,51
E1203N4862;-26,90
E1204N4862;-9,09
E1205N4862;-23,69
E1206N4862;-90,15
E1207N4862;-139,33
E1208N4862;-145,79
E1209N4862;-110,20
E1210N4862;-59,51
E1211N4862;-44,46
E1212N4862;-47,45
E1213N4862;-43,91
E1214N4862;-37,19
E1215N4862;-39,47
E1216N4862;-62,30
E1217N4862;-81,54
E1218N4862;-68,65
E1219N4862;-36,79
E1220N4862;-13,37
E1221N4862;-8,94
E1222N4862;-11,61
E1223N4862;-13,41
E1224N4862;-12,53
E1225N4862;-14,06
E1226N4862;-14,69
E1227N4862;-11,60
E1228N4862;-6,49
E1229N4862;-2,82
E1230N4862;-2,32
E1231N4862;-4,17
E1232N4862;-4,51
E1233N4862;-7,66
E1234N4862;-17,09
E1235N4862;-36,31
E1236N4862;-61,67
E1237N4862;-66,25
E1238N4862;-59,73
E1239N4862;-42,40
E1240N4862;-37,06
E1241N4862;-52,40
E1242N4862;-65,97
E1243N4862;-69,53
E1244N4862;-67,02
E1245N4862;-49,59
E1246N4862;-31,30
E1247N4862;-14,58
E1248N4862;-2,88
E1249N4862;-0,41
E1250N4862;-0,95
E1251N4862;-1,35
E1252N4862;-0,95
E1253N4862;-0,41
E1259N4862;-0,35
E1260N4862;-0,80
E1261N4862;-0,80
E1262N4862;-0,80
E1263N4862;-0,35
E1268N4862;-1,04
E1269N4862;-2,78
E1270N4862;-3,12
E1271N4862;-3,58
E1272N4862;-2,18
E1273N4862;-0,80
E1274N4862;-0,35
E1276N4862;-1,38
E1277N4862;-3,22
E1278N4862;-3,22
E1279N4862;-3,22
E1280N4862;-1,38
E1137N4863;-1,80
E1138N4863;-1,80
E1139N4863;-1,80
E1146N4863;-1,98
E1147N4863;-4,96
E1148N4863;-11,32
E1149N4863;-22,08
E1150N4863;-23,29
E1151N4863;-20,85
E1152N4863;-12,65
E1153N4863;-2,90
E1166N4863;-3,42
E1167N4863;-10,81
E1168N4863;-17,12
E1169N4863;-15,85
E1170N4863;-8,46
E1171N4863;-2,16
E1173N4863;-4,05
E1174N4863;-13,71
E1175N4863;-19,75
E1176N4863;-20,71
E1177N4863;-18,08
E1178N4863;-12,81
E1179N4863;-11,18
E1180N4863;-4,62
E1181N4863;-0,41
E1183N4863;-1,89
E1184N4863;-8,81
E1185N4863;-23,82
E1186N4863;-38,07
E1187N4863;-40,25
E1188N4863;-37,15
E1189N4863;-25,24
E1190N4863;-22,05
E1191N4863;-31,48
E1192N4863;-39,97
E1193N4863;-46,65
E1194N4863;-38,07
E1195N4863;-24,03
E1196N4863;-10,70
E1197N4863;-6,08
E1198N4863;-5,77
E1199N4863;-24,34
E1200N4863;-50,45
E1201N4863;-67,86
E1202N4863;-57,50
E1203N4863;-34,53
E1204N4863;-19,12
E1205N4863;-64,18
E1206N4863;-147,13
E1207N4863;-203,01
E1208N4863;-213,25
E1209N4863;-145,02
E1210N4863;-62,33
E1211N4863;-28,17
E1212N4863;-34,28
E1213N4863;-34,28
E1214N4863;-38,99
E1215N4863;-58,17
E1216N4863;-84,36
E1217N4863;-85,97
E1218N4863;-67,89
E1219N4863;-31,97
E1220N4863;-6,35
E1221N4863;-8,10
E1222N4863;-7,92
E1223N4863;-9,14
E1224N4863;-10,06
E1225N4863;-13,13
E1226N4863;-12,89
E1227N4863;-9,88
E1228N4863;-6,49
E1229N4863;-2,82
E1230N4863;-2,32
E1231N4863;-4,57
E1232N4863;-5,89
E1233N4863;-5,57
E1234N4863;-14,80
E1235N4863;-30,63
E1236N4863;-46,83
E1237N4863;-52,05
E1238N4863;-40,10
E1239N4863;-29,38
E1240N4863;-34,83
E1241N4863;-54,65
E1242N4863;-73,32
E1243N4863;-76,27
E1244N4863;-70,08
E1245N4863;-48,30
E1246N4863;-32,16
E1247N4863;-13,62
E1248N4863;-1,71
E1249N4863;-0,54
E1250N4863;-1,08
E1251N4863;-1,08
E1252N4863;-0,95
E1253N4863;-0,41
E1260N4863;-0,35
E1261N4863;-0,35
E1262N4863;-0,35
E1269N4863;-1,04
E1270N4863;-1,38
E1271N4863;-1,84
E1272N4863;-0,80
E1273N4863;-0,80
E1274N4863;-0,35
E1276N4863;-1,38
E1277N4863;-3,22
E1278N4863;-4,60
E1279N4863;-3,22
E1280N4863;-1,38
E1147N4864;-1,98
E1148N4864;-2,32
E1149N4864;-8,22
E1150N4864;-9,14
E1151N4864;-8,79
E1152N4864;-2,90
E1166N4864;-3,42
E1167N4864;-10,14
E1168N4864;-13,02
E1169N4864;-13,02
E1170N4864;-8,46
E1171N4864;-2,16
E1173N4864;-6,99
E1174N4864;-19,51
E1175N4864;-21,40
E1176N4864;-23,13
E1177N4864;-17,48
E1178N4864;-9,00
E1179N4864;-7,66
E1180N4864;-1,85
E1183N4864;-2,16
E1184N4864;-9,55
E1185N4864;-25,34
E1186N4864;-40,07
E1187N4864;-44,36
E1188N4864;-34,06
E1189N4864;-22,94
E1190N4864;-22,68
E1191N4864;-38,22
E1192N4864;-48,43
E1193N4864;-46,17
E1194N4864;-39,73
E1195N4864;-33,82
E1196N4864;-24,02
E1197N4864;-15,99
E1198N4864;-6,07
E1199N4864;-24,10
E1200N4864;-47,17
E1201N4864;-58,12
E1202N4864;-49,22
E1203N4864;-29,18
E1204N4864;-23,79
E1205N4864;-70,23
E1206N4864;-156,50
E1207N4864;-221,46
E1208N4864;-197,57
E1209N4864;-134,64
E1210N4864;-57,25
E1211N4864;-32,59
E1212N4864;-34,84
E1213N4864;-53,14
E1214N4864;-94,35
E1215N4864;-115,38
E1216N4864;-131,51
E1217N4864;-106,79
E1218N4864;-74,44
E1219N4864;-30,71
E1220N4864;-8,64
E1221N4864;-9,21
E1222N4864;-8,50
E1223N4864;-8,28
E1224N4864;-8,34
E1225N4864;-14,58
E1226N4864;-17,10
E1227N4864;-13,79
E1228N4864;-3,43
E1229N4864;-0,75
E1230N4864;-2,32
E1231N4864;-4,17
E1232N4864;-4,17
E1233N4864;-4,42
E1234N4864;-10,03
E1235N4864;-22,33
E1236N4864;-29,02
E1237N4864;-29,89
E1238N4864;-20,29
E1239N4864;-18,78
E1240N4864;-26,75
E1241N4864;-47,10
E1242N4864;-60,88
E1243N4864;-61,69
E1244N4864;-58,93
E1245N4864;-39,85
E1246N4864;-26,24
E1247N4864;-10,98
E1248N4864;-1,85
E1249N4864;-0,32
E1250N4864;-0,72
E1251N4864;-0,72
E1252N4864;-0,54
E1271N4864;-0,35
E1272N4864;-0,35
E1273N4864;-0,35
E1276N4864;-1,38
E1277N4864;-3,22
E1278N4864;-3,22
E1279N4864;-3,22
E1280N4864;-1,38
E1167N4865;-3,42
E1168N4865;-5,58
E1169N4865;-5,58
E1170N4865;-2,16
E1173N4865;-5,10
E1174N4865;-15,95
E1175N4865;-20,15
E1176N4865;-18,95
E1177N4865;-10,02
E1178N4865;-5,32
E1179N4865;-3,59
E1180N4865;-1,44
E1183N4865;-2,43
E1184N4865;-9,92
E1185N4865;-27,81
E1186N4865;-40,87
E1187N4865;-38,45
E1188N4865;-30,91
E1189N4865;-20,98
E1190N4865;-23,49
E1191N4865;-37,93
E1192N4865;-42,84
E1193N4865;-47,96
E1194N4865;-53,91
E1195N4865;-55,18
E1196N4865;-52,44
E1197N4865;-42,16
E1198N4865;-37,45
E1199N4865;-36,01
E1200N4865;-50,83
E1201N4865;-41,86
E1202N4865;-35,12
E1203N4865;-18,40
E1204N4865;-28,47
E1205N4865;-71,26
E1206N4865;-129,65
E1207N4865;-163,03
E1208N4865;-154,62
E1209N4865;-102,63
E1210N4865;-58,19
E1211N4865;-59,50
E1212N4865;-74,47
E1213N4865;-131,14
E1214N4865;-180,63
E1215N4865;-202,48
E1216N4865;-209,19
E1217N4865;-142,82
E1218N4865;-88,68
E1219N4865;-54,29
E1220N4865;-27,95
E1221N4865;-16,54
E1222N4865;-10,29
E1223N4865;-7,52
E1224N4865;-14,59
E1225N4865;-23,05
E1226N4865;-24,15
E1227N4865;-20,50
E1228N4865;-9,12
E1229N4865;-2,36
E1230N4865;-2,47
E1231N4865;-3,85
E1232N4865;-1,79
E1233N4865;-3,42
E1234N4865;-11,67
E1235N4865;-20,19
E1236N4865;-24,39
E1237N4865;-18,40
E1238N4865;-8,83
E1239N4865;-4,91
E1240N4865;-9,16
E1241N4865;-18,63
E1242N4865;-23,91
E1243N4865;-28,06
E1244N4865;-27,16
E1245N4865;-21,85
E1246N4865;-15,08
E1247N4865;-6,59
E1248N4865;-0,41
E1249N4865;-0,32
E1250N4865;-0,45
E1251N4865;-0,32
E1252N4865;-0,14
E1277N4865;-1,38
E1278N4865;-1,38
E1279N4865;-1,38
E1152N4866;-0,35
E1153N4866;-0,35
E1154N4866;-0,35
E1173N4866;-5,10
E1174N4866;-11,90
E1175N4866;-14,06
E1176N4866;-13,57
E1177N4866;-8,68
E1178N4866;-3,59
E1179N4866;-3,36
E1180N4866;-1,44
E1183N4866;-0,54
E1184N4866;-6,84
E1185N4866;-16,32
E1186N4866;-25,94
E1187N4866;-25,31
E1188N4866;-19,13
E1189N4866;-9,83
E1190N4866;-12,28
E1191N4866;-22,90
E1192N4866;-28,17
E1193N4866;-32,54
E1194N4866;-49,69
E1195N4866;-68,13
E1196N4866;-75,32
E1197N4866;-67,88
E1198N4866;-68,18
E1199N4866;-60,42
E1200N4866;-72,27
E1201N4866;-51,05
E1202N4866;-30,53
E1203N4866;-16,56
E1204N4866;-22,27
E1205N4866;-39,46
E1206N4866;-70,16
E1207N4866;-85,04
E1208N4866;-77,57
E1209N4866;-61,70
E1210N4866;-73,64
E1211N4866;-99,47
E1212N4866;-131,70
E1213N4866;-184,58
E1214N4866;-228,80
E1215N4866;-247,36
E1216N4866;-210,11
E1217N4866;-145,91
E1218N4866;-88,71
E1219N4866;-52,92
E1220N4866;-33,21
E1221N4866;-20,24
E1222N4866;-11,10
E1223N4866;-8,50
E1224N4866;-14,71
E1225N4866;-25,32
E1226N4866;-33,11
E1227N4866;-24,52
E1228N4866;-14,71
E1229N4866;-7,15
E1230N4866;-5,87
E1231N4866;-4,83
E1232N4866;-2,07
E1233N4866;-4,41
E1234N4866;-14,61
E1235N4866;-26,19
E1236N4866;-24,90
E1237N4866;-17,90
E1238N4866;-4,97
E1239N4866;-1,26
E1240N4866;-1,46
E1241N4866;-3,13
E1242N4866;-7,76
E1243N4866;-12,06
E1244N4866;-15,07
E1245N4866;-12,78
E1246N4866;-9,80
E1247N4866;-2,48
E1248N4866;-0,27
E1249N4866;-0,45
E1250N4866;-0,45
E1251N4866;-0,32
E1252N4866;-0,14
E1151N4867;-0,35
E1152N4867;-0,80
E1153N4867;-0,80
E1154N4867;-0,80
E1155N4867;-0,35
E1173N4867;-2,16
E1174N4867;-7,98
E1175N4867;-7,98
E1176N4867;-7,98
E1177N4867;-3,60
E1178N4867;-1,44
E1179N4867;-1,44
E1183N4867;-0,27
E1184N4867;-9,47
