C28992R100;score
E1219N4919;-0,67
E1226N4919;-0,74
E1227N4919;-0,74
E1228N4919;-0,74
E1231N4919;-1,04
E1232N4919;-2,42
E1233N4919;-2,42
E1234N4919;-2,42
E1235N4919;-1,04
E1302N4919;-0,29
E1303N4919;-0,66
E1304N4919;-0,66
E1305N4919;-0,66
E1306N4919;-0,29
E1199N4920;-0,67
E1200N4920;-1,58
E1201N4920;-1,58
E1202N4920;-1,58
E1203N4920;-4,35
E1204N4920;-8,58
E1205N4920;-10,78
E1206N4920;-9,37
E1207N4920;-5,53
E1208N4920;-3,06
E1209N4920;-2,80
E1210N4920;-2,15
E1211N4920;-2,36
E1212N4920;-2,51
E1213N4920;-4,13
E1214N4920;-2,72
E1215N4920;-3,42
E1216N4920;-2,30
E1217N4920;-2,97
E1218N4920;-1,58
E1219N4920;-0,67
E1225N4920;-0,74
E1226N4920;-3,07
E1227N4920;-3,07
E1228N4920;-3,07
E1229N4920;-0,74
E1232N4920;-1,04
E1233N4920;-1,04
E1234N4920;-1,04
E1303N4920;-0,29
E1304N4920;-0,29
E1305N4920;-0,29
E1199N4921;-0,67
E1200N4921;-1,58
E1201N4921;-2,25
E1202N4921;-1,58
E1203N4921;-4,35
E1204N4921;-8,58
E1205N4921;-10,05
E1206N4921;-9,37
E1207N4921;-5,53
E1208N4921;-2,26
E1209N4921;-2,80
E1210N4921;-1,74
E1211N4921;-0,95
E1212N4921;-2,43
E1213N4921;-7,97
E1214N4921;-8,68
E1215N4921;-10,32
E1216N4921;-5,28
E1217N4921;-3,26
E1218N4921;-2,30
E1219N4921;-0,67
E1221N4921;-1,89
E1222N4921;-1,89
E1223N4921;-1,89
E1225N4921;-2,09
E1226N4921;-4,87
E1227N4921;-5,60
E1228N4921;-4,87
E1229N4921;-2,09
E1199N4922;-0,67
E1200N4922;-1,58
E1201N4922;-1,58
E1202N4922;-1,58
E1203N4922;-2,15
E1204N4922;-5,64
E1205N4922;-5,64
E1206N4922;-5,64
E1207N4922;-2,26
E1208N4922;-0,79
E1209N4922;-1,20
E1210N4922;-0,41
E1211N4922;-0,41
E1212N4922;-5,27
E1213N4922;-12,29
E1214N4922;-15,03
E1215N4922;-13,97
E1216N4922;-8,34
E1217N4922;-2,36
E1218N4922;-1,40
E1220N4922;-1,89
E1221N4922;-4,41
E1222N4922;-4,41
E1223N4922;-4,41
E1224N4922;-1,89
E1225N4922;-2,09
E1226N4922;-4,87
E1227N4922;-6,22
E1228N4922;-4,87
E1229N4922;-2,09
E1200N4923;-0,81
E1201N4923;-0,81
E1202N4923;-0,81
E1204N4923;-1,47
E1205N4923;-1,47
E1206N4923;-1,47
E1212N4923;-5,27
E1213N4923;-12,29
E1214N4923;-16,25
E1215N4923;-13,97
E1216N4923;-6,95
E1217N4923;-1,68
E1218N4923;-0,72
E1220N4923;-1,89
E1221N4923;-4,41
E1222N4923;-6,86
E1223N4923;-4,97
E1224N4923;-2,45
E1225N4923;-1,35
E1226N4923;-3,89
E1227N4923;-3,89
E1228N4923;-3,89
E1229N4923;-1,35
E1199N4924;-0,14
E1200N4924;-0,32
E1201N4924;-0,32
E1202N4924;-0,32
E1203N4924;-0,14
E1208N4924;-0,56
E1209N4924;-0,56
E1210N4924;-0,56
E1212N4924;-3,24
E1213N4924;-9,59
E1214N4924;-9,59
E1215N4924;-10,31
E1216N4924;-3,96
E1217N4924;-0,72
E1220N4924;-1,89
E1221N4924;-4,97
E1222N4924;-5,71
E1223N4924;-5,71
E1224N4924;-3,18
E1225N4924;-0,56
E1226N4924;-1,35
E1227N4924;-1,35
E1228N4924;-1,35
E1199N4925;-0,14
E1200N4925;-0,32
E1201N4925;-0,45
E1202N4925;-0,90
E1203N4925;-0,72
E1204N4925;-0,59
E1207N4925;-0,56
E1208N4925;-1,30
E1209N4925;-1,30
E1210N4925;-1,30
E1211N4925;-0,56
E1213N4925;-3,24
E1214N4925;-3,24
E1215N4925;-3,24
E1221N4925;-2,45
E1222N4925;-3,18
E1223N4925;-3,74
E1224N4925;-1,30
E1225N4925;-0,56
E1199N4926;-0,14
E1200N4926;-0,32
E1201N4926;-0,90
E1202N4926;-1,68
E1203N4926;-1,50
E1204N4926;-1,37
E1205N4926;-0,59
E1207N4926;-0,56
E1208N4926;-1,30
E1209N4926;-1,85
E1210N4926;-1,30
E1211N4926;-0,56
E1215N4926;-0,29
E1216N4926;-0,29
E1217N4926;-0,29
E1221N4926;-0,56
E1222N4926;-1,30
E1223N4926;-1,30
E1224N4926;-1,30
E1225N4926;-0,56
E1251N4926;-2,03
E1252N4926;-2,03
E1253N4926;-2,03
E1200N4927;-0,14
E1201N4927;-0,72
E1202N4927;-1,50
E1203N4927;-1,95
E1204N4927;-1,37
E1205N4927;-0,59
E1207N4927;-0,56
E1208N4927;-1,30
E1209N4927;-1,30
E1210N4927;-1,30
E1211N4927;-0,56
E1214N4927;-0,29
E1215N4927;-0,66
E1216N4927;-0,66
E1217N4927;-0,66
E1218N4927;-0,29
E1222N4927;-0,56
E1223N4927;-0,56
E1224N4927;-0,56
E1250N4927;-2,03
E1251N4927;-4,73
E1252N4927;-4,73
E1253N4927;-4,73
E1254N4927;-2,03
E1201N4928;-0,59
E1202N4928;-1,37
E1203N4928;-1,37
E1204N4928;-1,37
E1205N4928;-0,59
E1208N4928;-0,56
E1209N4928;-0,56
E1210N4928;-0,56
E1214N4928;-0,29
E1215N4928;-0,66
E1216N4928;-0,95
E1217N4928;-0,66
E1218N4928;-0,29
E1250N4928;-2,03
E1251N4928;-4,73
E1252N4928;-6,75
E1253N4928;-4,73
E1254N4928;-2,03
E1202N4929;-0,59
E1203N4929;-0,59
E1204N4929;-0,59
E1214N4929;-0,29
E1215N4929;-0,66
E1216N4929;-0,66
E1217N4929;-0,66
E1218N4929;-0,29
E1250N4929;-2,03
E1251N4929;-4,73
E1252N4929;-4,73
E1253N4929;-4,73
E1254N4929;-2,03
E1215N4930;-0,29
E1216N4930;-0,29
E1217N4930;-0,29
E1251N4930;-2,03
E1252N4930;-2,03
E1253N4930;-2,03
