ZAAKNAAM;ACTIVENQ;XCOORD;YCOORD;WERKOPP;MAARTJE;score;scorem2;
RAVEL Horeca B.V.;56101;120693;483164;0;Café-Restaurant;-1,9;0,5;
Foe-Yong-Hai B.V.;56101;120780;486566;0;Café-Restaurant;-1,9;0,5;
Hunters V B.V.;56101;121648;486512;0;Café-Restaurant;-1,9;0,5;
't Oostpoortje;56101;123853;485489;0;Café-Restaurant;-1,9;0,5;
Meneer de wit heeft honger;56101;119069;486492;0;Café-Restaurant;-1,9;0,5;
De Heeren van Cronenburgh B.V.;56101;121229;487827;0;Café-Restaurant;-1,9;0,5;
McSomel Amsterdam Poort B.V.;56101;125427;480871;0;Café-Restaurant;-1,9;0,5;
McSomel Amsterdam W.o.F. B.V.;56101;125633;481744;0;Café-Restaurant;-1,9;0,5;
Vermaat Leisure B.V.;56101;124362;480747;0;Café-Restaurant;-1,9;0,5;
Staets;56101;120747;487020;0;Café-Restaurant;-1,9;0,5;
Btje B.V.;56101;126777;487170;0;Café-Restaurant;-1,9;0,5;
Hoed & Krelis B.V.;56101;121147;485409;0;Café-Restaurant;-1,9;0,5;
Vleescees;56101;127306;485778;0;Café-Restaurant;-1,9;0,5;
Köfte Kitchen;56101;113852;486022;0;Café-Restaurant;-1,9;0,5;
Food Solutions Nederland B.V.;56101;125633;481744;0;Café-Restaurant;-1,9;0,5;
Woodpile B.V.;56101;119884;488669;0;Café-Restaurant;-1,9;0,5;
Rooster;56101;120023;488280;0;Café-Restaurant;-1,9;0,5;
Vleesch Noch Visch;56101;119880;488101;0;Café-Restaurant;-1,9;0,5;
La Perla;56101;120598;487808;0;Café-Restaurant;-1,9;0,5;
WANNAS B.V.;56101;124224;487861;0;Café-Restaurant;-1,9;0,5;
Halal Nova B.V.;56101;125525;489551;0;Café-Restaurant;-1,9;0,5;
Tandoor;56101;125633;481744;0;Café-Restaurant;-1,9;0,5;
Dominion Services;56101;125633;481744;0;Café-Restaurant;-1,9;0,5;
San Abram;56101;121596;487769;0;Café-Restaurant;-1,9;0,5;
La Tajinerie;56101;118495;486920;0;Café-Restaurant;-1,9;0,5;
14 Food;56101;121406;487615;0;Café-Restaurant;-1,9;0,5;
Piadina Bar B.V.;56101;121345;485657;0;Café-Restaurant;-1,9;0,5;
DroversDog Wibautstraat B.V.;56101;122695;485009;0;Café-Restaurant;-1,9;0,5;
Roast Amsterdam B.V.;56101;121144;484097;0;Café-Restaurant;-1,9;0,5;
Puerto Pata Negra;56101;124182;487507;0;Café-Restaurant;-1,9;0,5;
Meatless District;56101;119826;487028;0;Café-Restaurant;-1,9;0,5;
De SuccesFormule B.V.;56101;129021;485091;0;Café-Restaurant;-1,9;0,5;
Loetje in de Pijp;56101;121211;484831;0;Café-Restaurant;-1,9;0,5;
Artisani;56101;119488;486549;0;Café-Restaurant;-1,9;0,5;
Brockhoff & Vos;56101;120687;487973;0;Café-Restaurant;-1,9;0,5;
Bloemania t.h.o.d.n. Coffeemania Handel;56101;119330;483808;0;Café-Restaurant;-1,9;0,5;
Indian Tandoori Bites;56101;121466;487700;0;Café-Restaurant;-1,9;0,5;
Mazinger B.V.;56101;121051;486271;0;Café-Restaurant;-1,9;0,5;
Cehero B.V.;56101;121298;488161;0;Café-Restaurant;-1,9;0,5;
VIDA Amsterdam B.V.;56101;119554;485223;0;Café-Restaurant;-1,9;0,5;
Adam;56101;118861;485687;0;Café-Restaurant;-1,9;0,5;
MBS-3STAR V.O.F.;56101;125007;478765;0;Café-Restaurant;-1,9;0,5;
Bar Wisse B.V.;56101;123776;485352;0;Café-Restaurant;-1,9;0,5;
MAXSAND B.V.;56101;121704;487608;0;Café-Restaurant;-1,9;0,5;
Lock-On Trading B.V.;56101;119616;482098;0;Café-Restaurant;-1,9;0,5;
H.E.M. de Weerd B.V.;56101;121316;487783;0;Café-Restaurant;-1,9;0,5;
VERZET;56101;118806;487162;0;Café-Restaurant;-1,9;0,5;
Martinot;56101;120494;485417;0;Café-Restaurant;-1,9;0,5;
Café Fest B.V.;56101;122521;485855;0;Café-Restaurant;-1,9;0,5;
KaagKaas B.V.;56101;121304;487552;0;Café-Restaurant;-1,9;0,5;
Angus B.V.;56101;121358;487652;0;Café-Restaurant;-1,9;0,5;
El Rancho I B.V.;56101;121227;486897;0;Café-Restaurant;-1,9;0,5;
El Rancho III B.V.;56101;121490;486632;0;Café-Restaurant;-1,9;0,5;
El Rancho VI B.V.;56101;120703;486364;0;Café-Restaurant;-1,9;0,5;
The French Connection B.V.;56101;121057;486746;0;Café-Restaurant;-1,9;0,5;
Indo-Dutch Foods B.V.;56101;121779;485646;0;Café-Restaurant;-1,9;0,5;
Sonchi Wok;56101;122633;489714;0;Café-Restaurant;-1,9;0,5;
Teds All day Brunch;56101;120096;486503;0;Café-Restaurant;-1,9;0,5;
The Duchess;56101;121100;487333;0;Café-Restaurant;-1,9;0,5;
Venus & Adonis;56101;120624;487140;0;Café-Restaurant;-1,9;0,5;
VANTSPIT FH B.V.;56101;121033;485549;0;Café-Restaurant;-1,9;0,5;
De's Hospitality Services;56101;121469;487816;0;Café-Restaurant;-1,9;0,5;
RplusN B.V.;56101;121383;487062;0;Café-Restaurant;-1,9;0,5;
Sichuan Food B.V.;56101;121174;486631;0;Café-Restaurant;-1,9;0,5;
Forzas B.V.;56101;121506;486625;0;Café-Restaurant;-1,9;0,5;
In de Buurt B.V.;56101;120761;486248;0;Café-Restaurant;-1,9;0,5;
Snappers;56101;120797;486213;0;Café-Restaurant;-1,9;0,5;
DSN1 B.V.;56101;121157;485498;0;Café-Restaurant;-1,9;0,5;
Inter Partner B.V.;56101;122157;489863;0;Café-Restaurant;-1,9;0,5;
Zeerovers Amsterdam B.V.;56101;123021;490659;0;Café-Restaurant;-1,9;0,5;
Da Portare Via W.P.;56101;119758;485462;0;Café-Restaurant;-1,9;0,5;
VAP Nederland B.V.;56101;122406;487655;0;Café-Restaurant;-1,9;0,5;
Pizza Al Taglio;56101;121208;485139;0;Café-Restaurant;-1,9;0,5;
CatchUp Amsterdam;56101;121751;486582;0;Café-Restaurant;-1,9;0,5;
IK Indonesian Kitchen;56101;120956;487123;0;Café-Restaurant;-1,9;0,5;
Max & Peti;56101;120345;486445;0;Café-Restaurant;-1,9;0,5;
Bakers & Roasters;56101;122677;487025;0;Café-Restaurant;-1,9;0,5;
Robus Horeca B.V.;56101;121348;488142;0;Café-Restaurant;-1,9;0,5;
Longstay Today B.V.;56101;124642;487823;0;Café-Restaurant;-1,9;0,5;
Tanuki Japans Eetcafe Gelderlandplein;56101;120153;482699;0;Café-Restaurant;-1,9;0,5;
Saigon Café Gelderlandplein;56101;120155;482687;0;Café-Restaurant;-1,9;0,5;
Boulevard B.V.;56101;125050;480659;0;Café-Restaurant;-1,9;0,5;
P.S. Chef B.V.;56101;121552;487668;0;Café-Restaurant;-1,9;0,5;
Ruijterkade B.V.;56101;122314;487856;0;Café-Restaurant;-1,9;0,5;
DP Team Amsterdam zuidoost B.V.;56101;125225;480684;0;Café-Restaurant;-1,9;0,5;
Mama's Kitchen;56101;118114;483926;0;Café-Restaurant;-1,9;0,5;
Bullewijck;56101;125068;479982;0;Café-Restaurant;-1,9;0,5;
Mr. Porter;56101;121124;487330;0;Café-Restaurant;-1,9;0,5;
Brasserie Van Speyk;56101;121469;487816;0;Café-Restaurant;-1,9;0,5;
La Casa de Michael;56101;118220;488632;0;Café-Restaurant;-1,9;0,5;
Supu! Food;56101;115117;484967;0;Café-Restaurant;-1,9;0,5;
Alinze;56101;121239;486638;0;Café-Restaurant;-1,9;0,5;
Rockstar Kitchen B.V.;56101;122335;485603;0;Café-Restaurant;-1,9;0,5;
Tetterode Horeca B.V.;56101;119096;488346;0;Café-Restaurant;-1,9;0,5;
Troppa B.V.;56101;124920;478359;0;Café-Restaurant;-1,9;0,5;
Calle Ocho B.V.;56101;121605;485488;0;Café-Restaurant;-1,9;0,5;
Chalex Import - Export;56101;116429;488275;0;Café-Restaurant;-1,9;0,5;
van de Pers;56101;121600;485689;0;Café-Restaurant;-1,9;0,5;
Hangar Amsterdam B.V.;56101;123935;488527;0;Café-Restaurant;-1,9;0,5;
Brunchroom;56101;123764;486928;0;Café-Restaurant;-1,9;0,5;
95 B.V.;56101;118780;485228;0;Café-Restaurant;-1,9;0,5;
Isle of Sanctuary B.V.;56101;121179;485504;0;Café-Restaurant;-1,9;0,5;
IJburcht;56101;126972;486002;0;Café-Restaurant;-1,9;0,5;
Cha House Asian Kitchen;56101;123548;485813;0;Café-Restaurant;-1,9;0,5;
Lafayette B.V.;56101;121179;485512;0;Café-Restaurant;-1,9;0,5;
Mo-Jo Amsterdam B.V.;56101;122350;487661;0;Café-Restaurant;-1,9;0,5;
L'adresse;56101;115746;485388;0;Café-Restaurant;-1,9;0,5;
Lotti's Diner;56101;120962;487221;0;Café-Restaurant;-1,9;0,5;
The Good Life Troost B.V.;56101;121244;484932;0;Café-Restaurant;-1,9;0,5;
Schutters B.V.;56101;121191;486823;0;Café-Restaurant;-1,9;0,5;
Coffee & Bakery B.V.;56101;121710;485586;0;Café-Restaurant;-1,9;0,5;
Ristorante Momento B.V.;56101;122694;485724;0;Café-Restaurant;-1,9;0,5;
Younique Concepts;56101;120381;487329;0;Café-Restaurant;-1,9;0,5;
Marimina B.V.;56101;121064;486919;0;Café-Restaurant;-1,9;0,5;
Holland Fried Chicken B.V.;56101;116512;488130;0;Café-Restaurant;-1,9;0,5;
LaLotta Amstel B.V.;56101;122315;485436;0;Café-Restaurant;-1,9;0,5;
Far East;56101;121591;491528;0;Café-Restaurant;-1,9;0,5;
Ribsfactory Amsterdam;56101;121751;486582;0;Café-Restaurant;-1,9;0,5;
Museumcafé Mokum;56101;121185;487005;0;Café-Restaurant;-1,9;0,5;
The Pool Amsterdam City B.V.;56101;122709;485297;0;Café-Restaurant;-1,9;0,5;
HMSHost Nederland B.V./BK stat. A'dam Bijlmer;56101;124973;480574;0;Café-Restaurant;-1,9;0,5;
De Meijere Horeca Advies B.V.;56101;120876;486094;0;Café-Restaurant;-1,9;0,5;
Paprika;56101;114403;484187;0;Café-Restaurant;-1,9;0,5;
Auberge Jean & Marie B.V.;56101;121074;485309;0;Café-Restaurant;-1,9;0,5;
Sushilee;56101;119723;483271;0;Café-Restaurant;-1,9;0,5;
Lekker Toch B.V.;56101;121592;486617;0;Café-Restaurant;-1,9;0,5;
WuSH Amsterdam Centraal B.V.;56101;121939;488073;0;Café-Restaurant;-1,9;0,5;
Graham's Kitchen B.V.;56101;121984;485528;0;Café-Restaurant;-1,9;0,5;
Baut B.V.;56101;122669;485294;0;Café-Restaurant;-1,9;0,5;
Proeverij;56101;124640;480384;0;Café-Restaurant;-1,9;0,5;
Louis Amsterdam B.V.;56101;121317;487797;0;Café-Restaurant;-1,9;0,5;
BautZuid As;56101;120173;483870;0;Café-Restaurant;-1,9;0,5;
TAX Horeca;56101;120887;488036;0;Café-Restaurant;-1,9;0,5;
Proeflokaal De Bekeerde Suster B.V.;56101;121770;487244;0;Café-Restaurant;-1,9;0,5;
Wilde Zwijnen B.V.;56101;124564;486282;0;Café-Restaurant;-1,9;0,5;
St. EBRAM B.V.;56101;120699;486368;0;Café-Restaurant;-1,9;0,5;
De Vondeltuin;56101;118852;485334;0;Café-Restaurant;-1,9;0,5;
Bar Kauffmann;56101;119270;487195;0;Café-Restaurant;-1,9;0,5;
Bar Roseval;56101;118498;488468;0;Café-Restaurant;-1,9;0,5;
Aan den Weesperseyde B.V.;56101;122698;484667;0;Café-Restaurant;-1,9;0,5;
Urfa Sofrasi;56101;124549;486097;0;Café-Restaurant;-1,9;0,5;
Las Estrellas B.V.;56101;120847;486498;0;Café-Restaurant;-1,9;0,5;
Azure F&B Services B.V.;56101;121363;487406;0;Café-Restaurant;-1,9;0,5;
Pho Amsterdam B.V.;56101;120636;486439;0;Café-Restaurant;-1,9;0,5;
John Dory;56101;121395;486140;0;Café-Restaurant;-1,9;0,5;
inFinity - kitchen;56101;119224;486448;0;Café-Restaurant;-1,9;0,5;
KNUS;56101;123543;485941;0;Café-Restaurant;-1,9;0,5;
Los Feliz;56101;121206;485350;0;Café-Restaurant;-1,9;0,5;
Sao Nam The Netherlands B.V.;56101;119963;486574;0;Café-Restaurant;-1,9;0,5;
Cortie Horeca B.V.;56101;119967;482228;0;Café-Restaurant;-1,9;0,5;
Varcas B.V.;56101;120817;487252;0;Café-Restaurant;-1,9;0,5;
Sugar Concepts B.V.;56101;121545;484252;0;Café-Restaurant;-1,9;0,5;
Barbesque B.V.;56101;119972;488161;0;Café-Restaurant;-1,9;0,5;
the Good Chicken Society;56101;121910;485353;0;Café-Restaurant;-1,9;0,5;
Parc de Nuages B.V.;56101;122658;485558;0;Café-Restaurant;-1,9;0,5;
Odessa Journey B.V.;56101;124385;487500;0;Café-Restaurant;-1,9;0,5;
Scheepskameel B.V.;56101;122929;487207;0;Café-Restaurant;-1,9;0,5;
Marinaclub B.V.;56101;129061;485149;0;Café-Restaurant;-1,9;0,5;
Miraflores Horeca B.V.;56101;121368;487659;0;Café-Restaurant;-1,9;0,5;
China Sichuan;56101;121849;487447;0;Café-Restaurant;-1,9;0,5;
Cannibale Lange Niezel B.V.;56101;121736;487575;0;Café-Restaurant;-1,9;0,5;
Bar Beet;56101;118629;487113;0;Café-Restaurant;-1,9;0,5;
GEEF Café;56101;120841;488297;0;Café-Restaurant;-1,9;0,5;
The Black Tiger;56101;121817;487466;0;Café-Restaurant;-1,9;0,5;
Kyoto Sushi B.V.;56101;121969;488054;0;Café-Restaurant;-1,9;0,5;
Horeca Exploitatie Prinsengracht B.V.;56101;120715;487567;0;Café-Restaurant;-1,9;0,5;
Borrl Kitchen B.V.;56101;122637;486672;0;Café-Restaurant;-1,9;0,5;
Dinámico B.V.;56101;121238;486634;0;Café-Restaurant;-1,9;0,5;
Casa Peru;56101;120660;486625;0;Café-Restaurant;-1,9;0,5;
Mexico Boulevard;56101;122266;483968;0;Café-Restaurant;-1,9;0,5;
The Roastary B.V.;56101;119151;488498;0;Café-Restaurant;-1,9;0,5;
De Eilanders Partners B.V.;56101;121205;489158;0;Café-Restaurant;-1,9;0,5;
Nefis Etliekmek;56101;123605;486138;0;Café-Restaurant;-1,9;0,5;
American Bar-B-Q;56101;121747;487458;0;Café-Restaurant;-1,9;0,5;
De Loft;56101;121210;487594;0;Café-Restaurant;-1,9;0,5;
Plato Loco caribbean cuisine;56101;120062;487921;0;Café-Restaurant;-1,9;0,5;
DownTown B.V.;56101;121548;486526;0;Café-Restaurant;-1,9;0,5;
SpicesIJburg B.V.;56101;128343;484931;0;Café-Restaurant;-1,9;0,5;
Bo Nam B.V.;56101;120791;486334;0;Café-Restaurant;-1,9;0,5;
The Happy Bull;56101;118500;484913;0;Café-Restaurant;-1,9;0,5;
Bartack;56101;118472;486417;0;Café-Restaurant;-1,9;0,5;
Spirit Amsterdam B.V.;56101;123581;486734;0;Café-Restaurant;-1,9;0,5;
Mama Dough;56101;123070;485569;0;Café-Restaurant;-1,9;0,5;
Chapter One;56101;119247;486428;0;Café-Restaurant;-1,9;0,5;
De Soepkantine B.V.;56101;114055;489543;0;Café-Restaurant;-1,9;0,5;
S.R. Lara;56101;114176;485416;0;Café-Restaurant;-1,9;0,5;
Amstel Boathouse B.V.;56101;122238;483502;0;Café-Restaurant;-1,9;0,5;
Rosita's;56101;120620;487428;0;Café-Restaurant;-1,9;0,5;
Rum Runners West Indian Kitchen B.V.;56101;118733;488028;0;Café-Restaurant;-1,9;0,5;
SC Amsterdam B.V.;56101;114417;484199;0;Café-Restaurant;-1,9;0,5;
The Pool Amsterdam West B.V.;56101;117499;487325;0;Café-Restaurant;-1,9;0,5;
Saltzer Fishbar Amsterdam B.V.;56101;121978;488049;0;Café-Restaurant;-1,9;0,5;
De Bijzaak;56101;121085;487039;0;Café-Restaurant;-1,9;0,5;
Lucca Due;56101;121155;488255;0;Café-Restaurant;-1,9;0,5;
Jacobsz B.V.;56101;123742;485328;0;Café-Restaurant;-1,9;0,5;
Mr. India;56101;120068;487493;0;Café-Restaurant;-1,9;0,5;
TAWAZO;56101;118889;485699;0;Café-Restaurant;-1,9;0,5;
Blue Boy B.V.;56101;121448;487794;0;Café-Restaurant;-1,9;0,5;
Adam & Siam B.V.;56101;121334;487025;0;Café-Restaurant;-1,9;0,5;
NOLA Amsterdam;56101;121963;485572;0;Café-Restaurant;-1,9;0,5;
Seafood House B.V.;56101;120781;486301;0;Café-Restaurant;-1,9;0,5;
9 Harten B.V.;56101;120953;487889;0;Café-Restaurant;-1,9;0,5;
Billa da Dhaba;56101;118856;486413;0;Café-Restaurant;-1,9;0,5;
La Bonbonnière B.V.;56101;120246;485427;0;Café-Restaurant;-1,9;0,5;
Olie & Zo, eten & drinken;56101;123933;487163;0;Café-Restaurant;-1,9;0,5;
Pho Viet;56101;121079;488326;0;Café-Restaurant;-1,9;0,5;
The Butcher 9 Streets;56101;121084;487277;0;Café-Restaurant;-1,9;0,5;
Papa John's Pizza;56101;122150;484331;0;Café-Restaurant;-1,9;0,5;
Hummus House 2 B.V.;56101;120781;486253;0;Café-Restaurant;-1,9;0,5;
MAXIMAS;56101;121861;487491;0;Café-Restaurant;-1,9;0,5;
De Kleine Kaart;56101;124660;487720;0;Café-Restaurant;-1,9;0,5;
Selma's Food;56101;119207;487610;0;Café-Restaurant;-1,9;0,5;
GMT Horeca;56101;119037;487181;0;Café-Restaurant;-1,9;0,5;
Kopstootbar B.V.;56101;121357;487060;0;Café-Restaurant;-1,9;0,5;
The Short Apron;56101;119956;488324;0;Café-Restaurant;-1,9;0,5;
Thai Tiger B.V.;56101;124533;486320;0;Café-Restaurant;-1,9;0,5;
Sen Viet;56101;118830;485125;0;Café-Restaurant;-1,9;0,5;
Caffè Toscanini B.V.;56101;120831;488153;0;Café-Restaurant;-1,9;0,5;
Piccolo Mondo;56101;121939;487467;0;Café-Restaurant;-1,9;0,5;
Buurt Zuid B.V.;56101;122669;485294;0;Café-Restaurant;-1,9;0,5;
Lima Amsterdam B.V.;56101;116365;489792;0;Café-Restaurant;-1,9;0,5;
That's Amore Zuidas;56101;119302;486874;0;Café-Restaurant;-1,9;0,5;
Porto Marina 2;56101;116828;485536;0;Café-Restaurant;-1,9;0,5;
Kiplekker DE Beste;56101;123556;489345;0;Café-Restaurant;-1,9;0,5;
Café Aroma;56101;120702;486435;0;Café-Restaurant;-1,9;0,5;
La Place Food B.V.;56101;124362;480747;0;Café-Restaurant;-1,9;0,5;
Valerius eten & drinken;56101;120004;485418;0;Café-Restaurant;-1,9;0,5;
Café Caron B.V.;56101;121045;485609;0;Café-Restaurant;-1,9;0,5;
Locanda B.V.;56101;120691;487923;0;Café-Restaurant;-1,9;0,5;
Issho B.V.;56101;121253;487505;0;Café-Restaurant;-1,9;0,5;
Tekeste t.h.o.d.n. Taco Mundo fresh made mex;56101;125076;480483;0;Café-Restaurant;-1,9;0,5;
Cappuccino;56101;117692;486415;0;Café-Restaurant;-1,9;0,5;
Saigon Caphe CS B.V.;56101;121990;488042;0;Café-Restaurant;-1,9;0,5;
Casco Amsterdam B.V.;56101;122110;489370;0;Café-Restaurant;-1,9;0,5;
Hollandsch Park Bilderdycke B.V.;56101;119805;487197;0;Café-Restaurant;-1,9;0,5;
Arles;56101;121680;485490;0;Café-Restaurant;-1,9;0,5;
GBAIK B.V.;56101;121537;483400;0;Café-Restaurant;-1,9;0,5;
Casa del Toro;56101;121306;487588;0;Café-Restaurant;-1,9;1,0;
Eerlijk - Coffee.Cuisine.Coaching B.V.;56101;122408;486304;0;Café-Restaurant;-1,9;1,0;
Bar Lou Lou;56101;119811;486937;0;Café-Restaurant;-1,9;1,0;
Alfonso's;56101;121685;486425;0;Café-Restaurant;-1,9;1,0;
Ristorante Ferilli's Amsterdam B.V.;56101;120523;484590;0;Café-Restaurant;-1,9;1,0;
Pizzataxi da Paolo e Seba;56101;121301;485143;0;Café-Restaurant;-1,9;1,0;
1001 Nacht B.V.;56101;124334;486968;0;Café-Restaurant;-1,9;1,0;
Bijvangst Amsterdam B.V.;56101;123817;485286;0;Café-Restaurant;-1,9;1,0;
Alesta B.V.;56101;116389;488079;0;Café-Restaurant;-1,9;1,0;
Zer020;56101;120827;486302;0;Café-Restaurant;-1,9;1,0;
Asiadam;56101;121428;487292;0;Café-Restaurant;-1,9;1,0;
Trattoria Da Damiano Puglia;56101;119421;486105;0;Café-Restaurant;-1,9;1,0;
The Lebanese Sajeria;56101;120957;486876;0;Café-Restaurant;-1,9;1,0;
La Place Food B.V.;56101;122394;487658;0;Café-Restaurant;-1,9;1,0;
ASA Fastfood B.V.;56101;122690;489398;0;Café-Restaurant;-1,9;1,0;
Happy Italy Amsterdam B.V.;56101;121352;483509;0;Café-Restaurant;-1,9;1,0;
Golden Cock B.V.;56101;121900;487627;0;Café-Restaurant;-1,9;1,0;
Fish Gourmet B.V.;56101;121680;485430;0;Café-Restaurant;-1,9;1,0;
GENKI to go;56101;118515;487030;0;Café-Restaurant;-1,9;1,0;
PJ Amsterdam noord B.V.;56101;122729;489390;0;Café-Restaurant;-1,9;1,0;
Dinámico V.O.F.;56101;121238;486634;0;Café-Restaurant;-1,9;1,0;
Exploitatie Klein Kalfje B.V.;56101;121448;481726;0;Café-Restaurant;-1,9;1,0;
Bacco;56101;119996;488639;0;Café-Restaurant;-1,9;1,0;
AMEHOELA B.V.;56101;121605;485488;0;Café-Restaurant;-1,9;1,0;
A 1000 Points of Light B.V.;56101;120299;487798;0;Café-Restaurant;-1,9;1,0;
NME Horeca;56101;115371;484251;0;Café-Restaurant;-1,9;1,0;
VANTSPIT Eindhoven B.V.;56101;120565;486884;0;Café-Restaurant;-1,9;1,0;
Vino e Vongole;56101;122071;485568;0;Café-Restaurant;-1,9;1,0;
Midas Gordion;56101;124266;490177;0;Café-Restaurant;-1,9;1,0;
Le Rendez-Vous Catering & Party Services;56101;114090;487993;0;Café-Restaurant;-1,9;1,0;
I.S.D. B.V.;56101;125600;489505;0;Café-Restaurant;-1,9;1,0;
Vegabond;56101;119451;486041;0;Café-Restaurant;-1,9;1,0;
TB Utrecht Clarenburg B.V.;56101;119759;483714;0;Café-Restaurant;-1,9;1,0;
Mooshka;56101;122025;485426;0;Café-Restaurant;-1,9;1,0;
KB Sushi B.V.;56101;116269;488254;0;Café-Restaurant;-1,9;1,0;
Noodlebar Roermond B.V.;56101;119938;483700;0;Café-Restaurant;-1,9;1,0;
TB Eindhoven Rechtestraat B.V.;56101;119759;483714;0;Café-Restaurant;-1,9;1,0;
MPB Invest B.V.;56101;118279;489741;0;Café-Restaurant;-1,9;1,0;
Effe Snacks;56101;115863;487878;0;Café-Restaurant;-1,9;1,0;
NVOC Foods B.V. i.o.;56101;124186;485605;0;Café-Restaurant;-1,9;1,0;
Buskruit West B.V.;56101;119073;487188;0;Café-Restaurant;-1,9;1,0;
Champagneria;56101;120797;486213;0;Café-Restaurant;-1,9;1,0;
JCT Horeca B.V.;56101;119196;487151;0;Café-Restaurant;-1,9;1,0;
Cafeteria 't Twiske;56101;121593;492835;0;Café-Restaurant;-1,9;1,0;
Al Gusto;56101;113759;485810;0;Café-Restaurant;-1,9;1,0;
Pizza Pasta en More;56101;123677;488841;0;Café-Restaurant;-1,9;1,0;
Konnichiwa Sushi;56101;117336;488493;0;Café-Restaurant;-1,9;1,0;
Winehouse Somm;56101;118700;486915;0;Café-Restaurant;-1,9;1,0;
Impero Romano Amsterdam;56101;122110;485548;0;Café-Restaurant;-1,9;1,0;
Paviljoen Fossa;56101;118153;487634;0;Café-Restaurant;-1,9;1,0;
De Overkant Pan B.V.;56101;121190;484207;0;Café-Restaurant;-1,9;1,0;
TZ Serial B.V.;56101;115253;486119;0;Café-Restaurant;-1,9;1,0;
Leijten Horeca;56101;122520;486102;0;Café-Restaurant;-1,9;1,0;
Barodi B.V.;56101;121357;487060;0;Café-Restaurant;-1,9;1,0;
Avocadoshow B.V.;56101;121118;485496;0;Café-Restaurant;-1,9;1,0;
118 Horeca B.V.;56101;121178;488234;0;Café-Restaurant;-1,9;1,0;
AMPA B.V.;56101;119520;485186;0;Café-Restaurant;-1,9;1,0;
Scotty & Co B.V.;56101;121129;486091;0;Café-Restaurant;-1,9;1,0;
FSA B.V.;56101;120343;486296;0;Café-Restaurant;-1,9;1,0;
Jacketz Nieuwendijk B.V.;56101;121513;487927;0;Café-Restaurant;-1,9;1,0;
La Fermata Del Gusto;56101;122047;484952;0;Café-Restaurant;-1,9;1,0;
Brasserie De Hoge Dijk B.V.;56101;125835;477765;0;Café-Restaurant;-1,9;1,0;
Van Loon;56101;118808;485651;0;Café-Restaurant;-1,9;1,0;
Acht Advies;56101;121494;484962;0;Café-Restaurant;-1,9;1,0;
Le Due Sicilie;56101;122922;484923;0;Café-Restaurant;-1,9;1,0;
Sant Mario Big Shots B.V.;56101;121291;487569;0;Café-Restaurant;-1,9;1,0;
Sant Mario Big Shots B.V.;56101;121612;487524;0;Café-Restaurant;-1,9;1,0;
Golden Temple Kitchen;56101;124863;486815;0;Café-Restaurant;-1,9;1,0;
Mangiapizza;56101;115520;488316;0;Café-Restaurant;-1,9;1,0;
TB Tilburg Heuvelpoort B.V.;56101;119759;483714;0;Café-Restaurant;-1,9;1,0;
Asian Delight B.V.;56101;115390;485842;0;Café-Restaurant;-1,9;1,0;
Restaurant Mesken;56102;124251;486282;0;Café-Restaurant;-1,9;1,0;
Restaurant Mehtap;56102;119267;487128;0;Café-Restaurant;-1,9;1,0;
Restaurant 'Toet-Anchamon';56102;116332;487871;0;Café-Restaurant;-1,9;1,0;
Mediteranee Restaurant;56102;122644;489616;0;Café-Restaurant;-1,9;1,0;
Cafe Restaurant De Serre;56102;115345;485810;0;Café-Restaurant;-1,9;1,0;
Café en Restaurant Istanbul;56102;125633;481744;0;Café-Restaurant;-1,9;1,0;
S. Mahesh t.h.o.d.n. Roopram Roti Restaurant;56102;121821;485502;0;Café-Restaurant;-1,9;1,0;
Adana Eethuis;56102;122828;489880;0;Café-Restaurant;-1,9;1,0;
Kamal Eethuis;56102;118766;484956;0;Café-Restaurant;-1,9;1,0;
Eethuis Ceintuur;56102;121054;485054;0;Café-Restaurant;-1,9;1,0;
Brasserie Zuiderbad;56102;120859;485760;0;Café-Restaurant;-1,9;1,0;
Brasserie Bleu B.V.;56102;120953;487889;0;Café-Restaurant;-1,9;1,0;
Theatercafe-Restaurant de Smoeshaan B.V.;5630;120486;486361;0;Café-Restaurant;-1,9;1,0;
Café - Restaurant Nepal;5630;121109;485437;0;Café-Restaurant;-1,9;1,0;
Café Restaurant Kapitein Zeppos;5630;121395;486967;0;Café-Restaurant;-1,9;1,0;
Van Speyk Restaurant;5630;121459;487825;0;Café-Restaurant;-1,9;1,0;
Café Restaurant Dauphine;5630;122979;484640;0;Café-Restaurant;-1,9;1,0;
Restaurant Libero;5630;122242;484356;0;Café-Restaurant;-1,9;1,0;
Café-Restaurant Riva B.V.;5630;122816;484057;0;Café-Restaurant;-1,9;1,0;
EYE - Bar Restaurant B.V.;5630;121918;488586;0;Café-Restaurant;-1,9;1,0;
Restaurant en Cafe Jennah;5630;114444;485550;0;Café-Restaurant;-1,9;1,0;
Loungebar & Restaurant Vanzz B.V.;5630;124844;480460;0;Café-Restaurant;-1,9;1,0;
Umami Restaurant Amsterdam B.V.;5630;121206;487271;0;Café-Restaurant;-1,9;1,0;
Beymen cafe & restaurant B.V.;5630;114721;485642;0;Café-Restaurant;-1,9;1,0;
Café-Restaurant Henda;5630;123581;486444;0;Café-Restaurant;-1,9;1,0;
Lounge Restaurant Route 66;5630;121662;487558;0;Café-Restaurant;-1,9;1,0;
Café Restaurant Carels 1 B.V.;5630;121020;485423;0;Café-Restaurant;-1,9;1,0;
