ZAAKNAAM;XCOORD;YCOORD;WERKOPP;outlet_type;m2_score;score_maartje;impact_factor
Krua Buppha Thais Restaurant;122095;484736;90;Restaurant;1,5;-0,9;-1,35
Indonesisch Restaurant 'Bunga Mawar';121903;487612;90;Restaurant;1,5;-0,9;-1,35
Marseleena;116522;488340;91;Restaurant;1,5;-0,9;-1,35
Cantinetta;119550;487027;91;Restaurant;1,5;-0,9;-1,35
Caffe Ristorante Palladio;120536;487016;91;Restaurant;1,5;-0,9;-1,35
Restaurant Carlitos Gardel;121031;485323;91;Restaurant;1,5;-0,9;-1,35
Zezenia B.V.;120728;486434;91;Restaurant;1,5;-0,9;-1,35
Restaurant de Portugees;121902;487620;91;Restaurant;1,5;-0,9;-1,35
Royal Tandoori Indian Restaurant;121380;487671;92;Restaurant;1,5;-0,9;-1,35
Japans Restaurant Sapporo B.V.;121193;484227;92;Restaurant;1,5;-0,9;-1,35
Paso Doble;120736;487987;92;Restaurant;1,5;-0,9;-1,35
Top Wok;121239;485599;93;Restaurant;1,5;-0,9;-1,35
Pizzeria 'Sicilia';121197;484263;93;Restaurant;1,5;-0,9;-1,35
New Draver Restaurant;122650;485423;93;Restaurant;1,5;-0,9;-1,35
Hakata Senpachi B.V.;121072;484178;93;Restaurant;1,5;-0,9;-1,35
V.O.F. Scottadito;118826;485149;94;Restaurant;1,5;-0,9;-1,35
Da Portare Via Copernicus;124379;485365;94;Restaurant;1,5;-0,9;-1,35
Kagetsu III;119802;482134;94;Restaurant;1,5;-0,9;-1,35
Indonesisch Specialiteiten Restaurant Kartika;120182;486262;94;Restaurant;1,5;-0,9;-1,35
Graceland BBQ B.V.;121342;487561;94;Restaurant;1,5;-0,9;-1,35
Small Talk B.V.;120337;485686;94;Restaurant;1,5;-0,9;-1,35
La Santa Maria International Dinner;121879;487652;94;Restaurant;1,5;-0,9;-1,35
Restaurant diVino;120780;488034;95;Restaurant;1,5;-0,9;-1,35
Thai Deum;120981;485038;95;Restaurant;1,5;-0,9;-1,35
Restaurant Queen of Sheba;120394;488540;95;Restaurant;1,5;-0,9;-1,35
Restaurant 'De Waaghals';121059;485589;95;Restaurant;1,5;-0,9;-1,35
Orontes West;120003;487561;95;Restaurant;1,5;-0,9;-1,35
Gallery 3;119948;486698;96;Restaurant;1,5;-0,9;-1,35
The Big Apple;121126;486650;96;Restaurant;1,5;-0,9;-1,35
Japans Restaurant Umeno;119333;484203;96;Restaurant;1,5;-0,9;-1,35
Takara;121226;484089;96;Restaurant;1,5;-0,9;-1,35
La Vallade B.V.;123640;485249;96;Restaurant;1,5;-0,9;-1,35
SOTTO Pizza II B.V.;120836;485065;96;Restaurant;1,5;-0,9;-1,35
Frank's Restaurant B.V.;123220;486941;97;Restaurant;1,5;-0,9;-1,35
Rangoli South Indian Restaurant;121398;488063;97;Restaurant;1,5;-0,9;-1,35
De Sneeker Pan;120826;486497;97;Restaurant;1,5;-0,9;-1,35
Daalder Horeca B.V.;120851;488192;97;Restaurant;1,5;-0,9;-1,35
Indian Restaurant Motimahal;121439;487787;97;Restaurant;1,5;-0,9;-1,35
Het Bestekje;121196;484258;97;Restaurant;1,5;-0,9;-1,35
Meat&Greek;121743;486169;97;Restaurant;1,5;-0,9;-1,35
Surinam Express;122036;485000;97;Restaurant;1,5;-0,9;-1,35
Pizzeria 'Ferrara';123024;485549;98;Restaurant;1,5;-0,9;-1,35
Sunny-Yummy Amsterdam 01 B.V.;120910;488484;98;Restaurant;1,5;-0,9;-1,35
Il Fiore B.V.;120946;488179;98;Restaurant;1,5;-0,9;-1,35
Restaurant Mama Maria;121465;487724;98;Restaurant;1,5;-0,9;-1,35
Dionysos Taverna Ouzomezedopolion;119933;486159;98;Restaurant;1,5;-0,9;-1,35
Spaghetteria Oost B.V.;123282;485320;98;Restaurant;1,5;-0,9;-1,35
SLA Ceintuur B.V.;121379;485159;99;Restaurant;1,5;-0,9;-1,35
Viswinkel/Restaurant Saïdia;114926;486022;99;Restaurant;1,5;-0,9;-1,35
Restaurant Radijs B.V.;118896;487150;99;Restaurant;1,5;-0,9;-1,35
Japans Restaurant Tempura;122608;486561;99;Restaurant;1,5;-0,9;-1,35
al Bàcaro - osteria italiana;121293;486268;99;Restaurant;1,5;-0,9;-1,35
Blue;121238;486710;100;Restaurant;1,5;-0,9;-1,35
Beulings;120981;486794;100;Restaurant;1,5;-0,9;-1,35
De Italiaan;120208;486526;100;Restaurant;1,5;-0,9;-1,35
Kinnaree B.V.;120693;487916;100;Restaurant;1,5;-0,9;-1,35
Restaurant Waroeng Asje;119431;486012;100;Restaurant;1,5;-0,9;-1,35
Restaurant The Old Church;121646;487454;100;Restaurant;1,5;-0,9;-1,35
Petit-Restaurant de Rozenboom;121190;486934;100;Restaurant;1,5;-0,9;-1,35
De Utrechtsedwarstafel;121844;486102;100;Restaurant;1,5;-0,9;-1,35
Tapas de Arroyo;122517;485114;100;Restaurant;1,5;-0,9;-1,35
Taiytu Restaurant;122478;485523;101;Restaurant;1,5;-0,9;-1,35
Restaurant Entresol;121987;487620;101;Restaurant;1,5;-0,9;-1,35
Restaurant 't Markerhuisje;123338;487167;101;Restaurant;1,5;-0,9;-1,35
Fuoco Vivo B.V.;120006;487224;102;Restaurant;1,5;-0,9;-1,35
M & M's Tjing Tjing;121076;484853;102;Restaurant;1,5;-0,9;-1,35
Warung Redjo Kim & Jane;118596;486365;102;Restaurant;1,5;-0,9;-1,35
Restaurant Do Brasil;120730;486377;102;Restaurant;1,5;-0,9;-1,35
Olivar;121816;487640;102;Restaurant;1,5;-0,9;-1,35
Teds Utrecht B.V.;117949;486191;103;Restaurant;1,5;-0,9;-1,35
Thais Restaurant Pasoek;122777;489661;103;Restaurant;1,5;-0,9;-1,35
La Piazza B.V.;121248;487309;103;Restaurant;1,5;-0,9;-1,35
Pizzeria 'Palorma';122611;486566;103;Restaurant;1,5;-0,9;-1,35
Ciro Passami L'olio!;120336;486452;103;Restaurant;1,5;-0,9;-1,35
Italia Oggi B.V.;121976;487441;104;Restaurant;1,5;-0,9;-1,35
Culinair Platform;121248;485417;104;Restaurant;1,5;-0,9;-1,35
Restaurant D en C;121694;486222;104;Restaurant;1,5;-0,9;-1,35
Song Kwae Thai Food;121762;487226;104;Restaurant;1,5;-0,9;-1,35
Taj Indian Restaurant;121199;485616;104;Restaurant;1,5;-0,9;-1,35
Petit Restaurant Istanbul;121571;487865;104;Restaurant;1,5;-0,9;-1,35
Szmulewicz B.V.;121627;486660;105;Restaurant;1,5;-0,9;-1,35
Trattoria Toto;120138;486164;105;Restaurant;1,5;-0,9;-1,35
Restaurant De Molen;121853;487388;105;Restaurant;1,5;-0,9;-1,35
Ram's Roti;119096;487548;105;Restaurant;1,5;-0,9;-1,35
Eau de Vie B.V.;121450;484418;105;Restaurant;1,5;-0,9;-1,35
Ristorante Maria;121282;486832;105;Restaurant;1,5;-0,9;-1,35
Orandaya;121163;484285;105;Restaurant;1,5;-0,9;-1,35
Staring at Jacob;119217;486179;106;Restaurant;1,5;-0,9;-1,35
Côte Ouest B.V.;121290;487496;106;Restaurant;1,5;-0,9;-1,35
Da Venezia;120771;486293;106;Restaurant;1,5;-0,9;-1,35
Intercultureel Café en Restaurant Daar Baand;119493;485979;106;Restaurant;1,5;-0,9;-1,35
Segugio B.V.;121726;486170;106;Restaurant;1,5;-0,9;-1,35
Marits;122746;485819;107;Restaurant;1,5;-0,9;-1,35
Fier;119637;487057;107;Restaurant;1,5;-0,9;-1,35
Thai en Co;121319;488151;107;Restaurant;1,5;-0,9;-1,35
Bon Ton Roulet B.V.;123510;487991;107;Restaurant;1,5;-0,9;-1,35
De Kom-Eet;120984;492016;107;Restaurant;1,5;-0,9;-1,35
Apostrof;120801;488854;107;Restaurant;1,5;-0,9;-1,35
Restaurant Nooch;120738;487278;107;Restaurant;1,5;-0,9;-1,35
V.O.F. van der Schaaf & van der Gaag;118609;485332;107;Restaurant;1,5;-0,9;-1,35
Delikeet;120116;482769;107;Restaurant;1,5;-0,9;-1,35
Seasons B.V.;121077;487819;108;Restaurant;1,5;-0,9;-1,35
Restaurant A Tavola B.V.;122658;487032;108;Restaurant;1,5;-0,9;-1,35
Pizzeria 'La Bettola';121334;487684;108;Restaurant;1,5;-0,9;-1,35
Gebr. Hartering B.V.;122330;487195;108;Restaurant;1,5;-0,9;-1,35
E-Caliptus;126912;478814;108;Restaurant;1,5;-0,9;-1,35
Pizzeria Salernitana & Deep Indian Line;115919;487993;108;Restaurant;1,5;-0,9;-1,35
Golden House;117342;488491;109;Restaurant;1,5;-0,9;-1,35
Maydanoz;120943;485068;109;Restaurant;1,5;-0,9;-1,35
Kathmandu Kitchen;120561;487030;109;Restaurant;1,5;-0,9;-1,35
Oliva & Sparrow Food Production;123605;486491;109;Restaurant;1,5;-0,9;-1,35
El Serpi B.V.;121674;486395;109;Restaurant;1,5;-0,9;-1,35
Suvi;121803;485547;109;Restaurant;1,5;-0,9;-1,35
Il Delfino Blu;114852;485055;110;Restaurant;1,5;-0,9;-1,35
Drovers Dog Amsterdam Oost B.V.;124188;486166;110;Restaurant;1,5;-0,9;-1,35
La Parrillada;121525;486642;110;Restaurant;1,5;-0,9;-1,35
Restaurant Pisa B.V.;120730;486401;110;Restaurant;1,5;-0,9;-1,35
Tibetaans Chinees restaurant Tibet;121749;487551;110;Restaurant;1,5;-0,9;-1,35
Vis aan de Schelde B.V.;121145;484200;110;Restaurant;1,5;-0,9;-1,35
Kannibalen en Paradijsvogels;122517;489203;110;Restaurant;1,5;-0,9;-1,35
DESOEPBOER;122519;489210;110;Restaurant;1,5;-0,9;-1,35
Lucky King en Hong;125500;480839;112;Restaurant;1,5;-0,9;-1,35
Yam Yam;120011;487700;112;Restaurant;1,5;-0,9;-1,35
PepeNero;122339;485424;112;Restaurant;1,5;-0,9;-1,35
Marhaba Oost;122618;485536;112;Restaurant;1,5;-0,9;-1,35
Mashua;120758;486504;112;Restaurant;1,5;-0,9;-1,35
Marigiris B.V.;121248;486965;112;Restaurant;1,5;-0,9;-1,35
Restaurant La Casona;121681;486366;112;Restaurant;1,5;-0,9;-1,35
Indiaas-Surinaams Restaurant 'Poorna';120845;487273;113;Restaurant;1,5;-0,9;-1,35
Chinees-Indisch Restaurant 'Lung Tin';116821;486263;113;Restaurant;1,5;-0,9;-1,35
Dabka B.V.;121886;487666;113;Restaurant;1,5;-0,9;-1,35
Indonesisch Restaurant 'Djago';121117;484183;113;Restaurant;1,5;-0,9;-1,35
Little Thai Prince;121893;487634;113;Restaurant;1,5;-0,9;-1,35
Pizzeria 'O Sole Mio';120733;486397;114;Restaurant;1,5;-0,9;-1,35
Mi Sueno;121444;484331;114;Restaurant;1,5;-0,9;-1,35
Wat Verder ter Tafel Komt;118482;487081;114;Restaurant;1,5;-0,9;-1,35
Norling Restaurant Amsterdam;121140;486640;114;Restaurant;1,5;-0,9;-1,35
Portugees Restaurant 'Girassol';122672;484739;114;Restaurant;1,5;-0,9;-1,35
Chinees Restaurant Kam Ma B.V.;126755;481727;115;Restaurant;1,5;-0,9;-1,35
Bos & Lobster;118349;487962;115;Restaurant;1,5;-0,9;-1,35
Chinees Indisch Restaurant 'Choi Yuen';116823;487518;115;Restaurant;1,5;-0,9;-1,35
ASL Food t.h.o.d.n. Taco Mundo;120030;486510;115;Restaurant;1,5;-0,9;-1,35
Iraq Restaurant;124054;486274;115;Restaurant;1,5;-0,9;-1,35
One Dim Sum;120060;486169;115;Restaurant;1,5;-0,9;-1,35
La Stego;121442;487267;116;Restaurant;1,5;-0,9;-1,35
Pizzeria 'Orvieto';121484;487986;116;Restaurant;1,5;-0,9;-1,35
Boca's Westerstraat B.V.;120827;488013;116;Restaurant;1,5;-0,9;-1,35
Wenbo;125497;480842;117;Restaurant;1,5;-0,9;-1,35
Restaurant Orontès;121033;485299;117;Restaurant;1,5;-0,9;-1,35
Chinees Kantonees Spec. Restaurant Pagode;119789;487020;117;Restaurant;1,5;-0,9;-1,35
Zest Food & More;119931;486648;117;Restaurant;1,5;-0,9;-1,35
Merza B.V.;128777;484944;117;Restaurant;1,5;-0,9;-1,35
Restaurant 'Eten aan de Rijn';122125;484423;117;Restaurant;1,5;-0,9;-1,35
Creative Asian Restaurant Reborn;121239;484070;118;Restaurant;1,5;-0,9;-1,35
Kagetsu;120869;487270;118;Restaurant;1,5;-0,9;-1,35
depizza B.V.;124779;487722;118;Restaurant;1,5;-0,9;-1,35
Boca's Sarphatipark B.V.;121373;485275;118;Restaurant;1,5;-0,9;-1,35
Viscafé de gouden hoek;120119;488646;118;Restaurant;1,5;-0,9;-1,35
Pizzeria Pescara;123798;485307;119;Restaurant;1,5;-0,9;-1,35
Lalla Rookh B.V.;123756;485961;119;Restaurant;1,5;-0,9;-1,35
Maleis Restaurant Wau;121896;487629;119;Restaurant;1,5;-0,9;-1,35
Kip aan Zee B.V.;122721;485656;120;Restaurant;1,5;-0,9;-1,35
Surya B.V.;121374;485158;120;Restaurant;1,5;-0,9;-1,35
Nour Restaurant;124302;486317;120;Restaurant;1,5;-0,9;-1,35
Restaurant 'Bordewijk';120974;488149;120;Restaurant;1,5;-0,9;-1,35
Gusto di Casto B.V.;120350;482680;120;Restaurant;1,5;-0,9;-1,35
San Giovanni;122011;486715;120;Restaurant;1,5;-0,9;-1,35
Ristorante Pizzeria 'La Vita';120932;488175;121;Restaurant;1,5;-0,9;-1,35
Blauw aan de Wal B.V.;121723;487267;121;Restaurant;1,5;-0,9;-1,35
Restaurant Jun;120002;487680;122;Restaurant;1,5;-0,9;-1,35
Hemelse Modder B.V.;120182;488442;123;Restaurant;1,5;-0,9;-1,35
Restaurant Colosseo Pizzeria;121228;484084;123;Restaurant;1,5;-0,9;-1,35
Angoletto;121957;485599;123;Restaurant;1,5;-0,9;-1,35
De Belhamel;121284;488066;124;Restaurant;1,5;-0,9;-1,35
Knabbel & Babbel;121283;483990;124;Restaurant;1,5;-0,9;-1,35
De Hu's;121196;488195;124;Restaurant;1,5;-0,9;-1,35
Restaurant Willems B.V.;119798;485448;124;Restaurant;1,5;-0,9;-1,35
Bickers aan de Werf V.O.F.;121161;488746;125;Restaurant;1,5;-0,9;-1,35
Yum Yum;121355;485116;125;Restaurant;1,5;-0,9;-1,35
Osteria Nessun Dorma;124109;485375;125;Restaurant;1,5;-0,9;-1,35
Red Amsterdam;121077;486359;125;Restaurant;1,5;-0,9;-1,35
NELIS Amsterdam;124213;486345;125;Restaurant;1,5;-0,9;-1,35
Indonesisch Restaurant Tempo Doeloe B.V.;121722;486267;125;Restaurant;1,5;-0,9;-1,35
Asian Kitchen Vijzel;121368;486634;125;Restaurant;1,5;-0,9;-1,35
El Panelazo Colombiano;120068;482136;126;Restaurant;1,5;-0,9;-1,35
Specialiteitenrestaurant in 't Vierde Baarsje;118693;485729;126;Restaurant;1,5;-0,9;-1,35
Chinees Specialiteiten Restaurant Oceania;121198;484282;127;Restaurant;1,5;-0,9;-1,35
Mt. Everest;122708;488543;127;Restaurant;1,5;-0,9;-1,35
Asian Kitchen Arena;124718;480703;128;Restaurant;1,5;-0,9;-1,35
Tropics Lounge;114080;485503;128;Restaurant;1,5;-0,9;-1,35
Mossel en Gin B.V.;119657;488858;128;Restaurant;1,5;-0,9;-1,35
Turks Restaurant Hira;122706;488536;128;Restaurant;1,5;-0,9;-1,35
PQNL Linnaeus B.V.;119503;485060;129;Restaurant;1,5;-0,9;-1,35
Monte Verde;120939;485324;130;Restaurant;1,5;-0,9;-1,35
PQNL Beethoven B.V.;120226;484618;130;Restaurant;1,5;-0,9;-1,35
Khan Amsterdam;120741;481952;130;Restaurant;1,5;-0,9;-1,35
Indonesisch-Maleisia-Singapore Taste of Life;122160;484451;130;Restaurant;1,5;-0,9;-1,35
Dragons Delight;122316;485126;130;Restaurant;1,5;-0,9;-1,35
Ô mai C.V.;121646;486517;130;Restaurant;1,5;-0,9;-1,35
Healthfood Restaurant de Bolhoed;120847;487900;131;Restaurant;1,5;-0,9;-1,35
Long Pura;120535;487432;131;Restaurant;1,5;-0,9;-1,35
Indian Restaurant 'Koh-I-Noor';120711;487454;131;Restaurant;1,5;-0,9;-1,35
Fan's Kitchen;119751;486079;133;Restaurant;1,5;-0,9;-1,35
Restaurant Vive;118703;485724;133;Restaurant;1,5;-0,9;-1,35
Chinees-Surinaams Restaurant AH-LUNG;121787;485605;133;Restaurant;1,5;-0,9;-1,35
Unimeal Basilico;125496;480839;134;Restaurant;1,5;-0,9;-1,35
de Ruyschkamer;122431;485574;134;Restaurant;1,5;-0,9;-1,35
t Houtskooltje;123531;488934;135;Restaurant;1,5;-0,9;-1,35
Fondue et plus;119171;485818;135;Restaurant;1,5;-0,9;-1,35
District 5;121480;484959;135;Restaurant;1,5;-0,9;-1,35
Eddy Spaghetti;123467;485452;136;Restaurant;1,5;-0,9;-1,35
Restaurant 'Het Melkmeisje';121866;487673;136;Restaurant;1,5;-0,9;-1,35
Ristorante Pizzeria Piccolino;120811;486310;137;Restaurant;1,5;-0,9;-1,35
Pizzeria Fantasia;120533;486413;137;Restaurant;1,5;-0,9;-1,35
L'angolo Italiano;121212;484439;137;Restaurant;1,5;-0,9;-1,35
Small Talk B.V.;120340;485681;137;Restaurant;1,5;-0,9;-1,35
V.O.F. Restaurant Helder;118223;484605;138;Restaurant;1,5;-0,9;-1,35
Noordhof en Houtkoop Amsterdam B.V.;121972;487445;138;Restaurant;1,5;-0,9;-1,35
Chinees Restaurant 'Royal City';114098;485429;138;Restaurant;1,5;-0,9;-1,35
Los Pilones;121908;487363;138;Restaurant;1,5;-0,9;-1,35
Chinees Indisch Restaurant 'Golden Pauw';118985;487169;138;Restaurant;1,5;-0,9;-1,35
Double Happiness B.V.;119388;486116;138;Restaurant;1,5;-0,9;-1,35
Restaurant Michiu B.V.;121478;484142;138;Restaurant;1,5;-0,9;-1,35
V.O.F. La Brochette;119562;481973;138;Restaurant;1,5;-0,9;-1,35
China Si Chuan Warmoesstraat B.V.;121760;487672;138;Restaurant;1,5;-0,9;-1,35
Pizzeria il Forno;123302;486888;139;Restaurant;1,5;-0,9;-1,35
Bread & Butter B.V.;121282;485400;140;Restaurant;1,5;-0,9;-1,35
Bloem op IJburg;128429;485250;140;Restaurant;1,5;-0,9;-1,35
Rimini Pizzeria Restaurant;120829;486289;140;Restaurant;1,5;-0,9;-1,35
Restaurant 't Fornuis;121687;486415;140;Restaurant;1,5;-0,9;-1,35
Restaurant Jaspers;120942;485030;141;Restaurant;1,5;-0,9;-1,35
Sardegna B.V.;119856;485399;141;Restaurant;1,5;-0,9;-1,35
PQNL Oud Zuid B.V.;119906;485313;141;Restaurant;1,5;-0,9;-1,35
Dosa South Indian Restaurant;119999;486186;141;Restaurant;1,5;-0,9;-1,35
Palmyra Castle levant cuisine;119023;487059;141;Restaurant;1,5;-0,9;-1,35
Staal B.V.;117740;485212;142;Restaurant;1,5;-0,9;-1,35
Ku Kitchen & Bar;121745;486090;142;Restaurant;1,5;-0,9;-1,35
Chinees-Indisch Restaurant 'Nieuw Peking';120550;485189;142;Restaurant;1,5;-0,9;-1,35
Jasmine Thai Cuisine;121843;487407;142;Restaurant;1,5;-0,9;-1,35
Restaurant Sinne B.V.;121401;485127;143;Restaurant;1,5;-0,9;-1,35
PQNL Nieuwezijds B.V.;121418;487830;143;Restaurant;1,5;-0,9;-1,35
Pianeta Terra;120985;486798;144;Restaurant;1,5;-0,9;-1,35
Sweet Asia;123791;486239;144;Restaurant;1,5;-0,9;-1,35
De Kooning van Siam;121775;487573;144;Restaurant;1,5;-0,9;-1,35
Restaurant Elkaar;123123;486256;145;Restaurant;1,5;-0,9;-1,35
Restaurant Classico;120061;485566;145;Restaurant;1,5;-0,9;-1,35
Le Hollandais;122183;485349;146;Restaurant;1,5;-0,9;-1,35
Bella Antonios;120790;486309;146;Restaurant;1,5;-0,9;-1,35
Tuin10 B.V.;120580;487818;147;Restaurant;1,5;-0,9;-1,35
Royal Med.;122511;489190;147;Restaurant;1,5;-0,9;-1,35
Guada Lupe;121964;487751;148;Restaurant;1,5;-0,9;-1,35
Café de Zagerij;120583;487942;148;Restaurant;1,5;-0,9;-1,35
De Stadskantine;121942;485202;149;Restaurant;1,5;-0,9;-1,35
Olijfje;122197;486883;150;Restaurant;1,5;-0,9;-1,35
Meram Bos en Lommer B.V.;118202;487905;151;Restaurant;1,5;-0,9;-1,35
Ristorante Pizzeria 'Lago Maggiore';124211;486316;154;Restaurant;1,5;-0,9;-1,35
Kenichi V.O.F.;115018;485733;160;Restaurant;1,5;-0,9;-1,35
Moustache B.V.;121772;486050;163;Restaurant;1,5;-0,9;-1,35
Bambou;119956;483294;164;Restaurant;1,5;-0,9;-1,35
Restaurant & Lunchroom Hanimeli;122802;490005;170;Restaurant;1,5;-0,9;-1,35
Libertine Café B.V.;120841;487063;170;Restaurant;1,5;-0,9;-1,35
Spang Makandra 2 B.V.;114655;485621;176;Restaurant;1,5;-0,9;-1,35
Sultanahmet Koftecisi;117456;488042;181;Restaurant;1,5;-0,9;-1,35
Alfonso's V.O.F.;121675;486390;181;Restaurant;1,5;-0,9;-1,35
Surinaams restaurant 'Kon Esi Baka';126949;478695;185;Restaurant;1,5;-0,9;-1,35
Indiaas Restaurant 'Murugan';120293;487333;185;Restaurant;1,5;-0,9;-1,35
Mesir V.O.F.;122615;489328;202;Restaurant;1,5;-0,9;-1,35
Brix Restaurant B.V.;120853;487061;207;Restaurant;1,5;-0,9;-1,35
Shabu Bento B.V.;121418;486643;215;Restaurant;1,5;-0,9;-1,35
Beuken B.V.;123038;485527;219;Restaurant;1,5;-0,9;-1,35
Noara's B.V.;122243;486723;260;Restaurant;1,5;-0,9;-1,35
Domadios 60 B.V.;120619;486168;288;Restaurant;1,5;-0,9;-1,35
Sirvan B.V.;115010;485774;296;Restaurant;1,5;-0,9;-1,35
Drovers Dog Amsterdam Oud-Zuid B.V.;118249;484976;314;Restaurant;1,5;-0,9;-1,35
Marmaris Arena B.V.;125050;480659;317;Restaurant;1,5;-0,9;-1,35
Restaurant Ufuk;118795;487159;332;Restaurant;1,5;-0,9;-1,35
Kreeftenbar Amsterdam;121313;483708;554;Restaurant;1,5;-0,9;-1,35
Sluizer Restaurants;121691;486398;696;Restaurant;1,5;-0,9;-1,35
The Movies Restaurants B.V.;120782;488575;2449;Restaurant;1,5;-0,9;-1,35
Deen IJburg;129200;485032;0;Supermarket;0,5;1,8;0,9
Vomar Voordeelmarkt B.V.;123614;486735;0;Supermarket;0,5;1,8;0,9
Lidl;123634;486150;0;Supermarket;0,5;1,8;0,9
Deen Mosveld;122736;489366;0;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;122867;489272;0;Supermarket;0,5;1,8;0,9
Vomar Voordeelmarkt B.V.;123427;484834;0;Supermarket;0,5;1,8;0,9
Albert Heijn;120079;486219;0;Supermarket;0,5;1,8;0,9
AH 4107;118878;484207;0;Supermarket;0,5;1,8;0,9
Albert Heijn;119342;484344;0;Supermarket;0,5;1,8;0,9
Albert Heijn;121985;485094;0;Supermarket;0,5;1,8;0,9
Ekoplaza;121073;485924;0;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;122534;485439;0;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;118660;484889;0;Supermarket;0,5;1,8;0,9
Lidl;121151;492938;0;Supermarket;0,5;1,8;0,9
Albert Heijn;121068;488313;37;Supermarket;0,5;1,8;0,9
BioLicious Aalsmeerweg;118347;484896;50;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;125714;478643;60;Supermarket;0,5;1,8;0,9
EkoPlaza;121204;484340;80;Supermarket;0,5;1,8;0,9
Albert Heijn;121622;485629;83;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;121412;487556;98;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;121141;485309;105;Supermarket;0,5;1,8;0,9
Duinhoven h.o.d.h.n. Organic Food For You;121275;486188;119;Supermarket;0,5;1,8;0,9
Marqt Beethovenstraat;120249;484493;126;Supermarket;0,5;1,8;0,9
Biolicious Yburg;127980;485726;132;Supermarket;0,5;1,8;0,9
Plus Slooten+D183;123006;491208;148;Supermarket;0,5;1,8;0,9
Albert Heijn;119739;485212;149;Supermarket;0,5;1,8;0,9
EkoPlaza;119340;486310;200;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;119936;483700;204;Supermarket;0,5;1,8;0,9
EkoPlaza;120110;486313;225;Supermarket;0,5;1,8;0,9
Biolicious Oostpoort;123743;485563;235;Supermarket;0,5;1,8;0,9
Spar van Kempen;122179;486367;245;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;118834;488336;259;Supermarket;0,5;1,8;0,9
Dekamarkt;125372;489980;260;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;121406;487455;275;Supermarket;0,5;1,8;0,9
EkoPlaza;120037;482787;277;Supermarket;0,5;1,8;0,9
Gekke Gerrit Spaarndam B.V.;120433;489208;279;Supermarket;0,5;1,8;0,9
V.O.F. Korstanje - Nijman;122513;487067;280;Supermarket;0,5;1,8;0,9
Spar De Winter;114844;486166;284;Supermarket;0,5;1,8;0,9
EkoPlaza;120822;488569;294;Supermarket;0,5;1,8;0,9
Albert Heijn;120199;488537;306;Supermarket;0,5;1,8;0,9
Marqt Haarlemmerstraat;121128;488252;311;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;121565;487967;319;Supermarket;0,5;1,8;0,9
PLUS Nageljongenstraat;121741;490939;320;Supermarket;0,5;1,8;0,9
Marqt Linnaeusstraat;123651;485541;332;Supermarket;0,5;1,8;0,9
Dirk van den Broek Supermarkten;121506;487393;337;Supermarket;0,5;1,8;0,9
EkoPlaza van Swindenstraat;123581;486132;341;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;122019;487842;341;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;121474;484348;348;Supermarket;0,5;1,8;0,9
Albert Heijn;122249;484050;359;Supermarket;0,5;1,8;0,9
Aldi-Markt;121177;485961;399;Supermarket;0,5;1,8;0,9
Albert Heijn;121079;486708;400;Supermarket;0,5;1,8;0,9
Albert Heijn;119236;485883;400;Supermarket;0,5;1,8;0,9
Albert Heijn Supermarkt;123170;487001;403;Supermarket;0,5;1,8;0,9
Marqt B.V.;119486;484365;437;Supermarket;0,5;1,8;0,9
Albert Heijn B.V.;119379;486139;440;Supermarket;0,5;1,8;0,9
Lidl;121910;485664;444;Supermarket;0,5;1,8;0,9
Deen Winkels B.V.;118386;484733;454;Supermarket;0,5;1,8;0,9
Albert Heijn;118797;485075;456;Supermarket;1;1,8;1,8
Albert Heijn;121803;487313;460;Supermarket;1;1,8;1,8
EkoPlaza;120412;486951;473;Supermarket;1;1,8;1,8
Aldi-Markt;119053;482159;484;Supermarket;1;1,8;1,8
Albert Heijn;121281;486212;487;Supermarket;1;1,8;1,8
Marqt Utrechtsestraat;121675;486510;500;Supermarket;1;1,8;1,8
Albert Heijn B.V.;121233;485875;523;Supermarket;1;1,8;1,8
Supermarkt van Swindenstraat B.V.;123567;486164;530;Supermarket;1;1,8;1,8
Albert Heijn;120764;487960;540;Supermarket;1;1,8;1,8
Sean B.V.;119611;481972;541;Supermarket;1;1,8;1,8
Deka Supermarkten B.V.;116304;487771;550;Supermarket;1;1,8;1,8
Marqt Ceintuurbaan;121913;485315;553;Supermarket;1;1,8;1,8
Dirk van den Broek Supermarkten;120323;488420;557;Supermarket;1;1,8;1,8
Albert Heijn;122893;489284;560;Supermarket;1;1,8;1,8
Marqt Bilderdijkstraat;119836;486878;566;Supermarket;1;1,8;1,8
Marqt Overtoom;120311;486278;569;Supermarket;1;1,8;1,8
Lidl;114552;485586;586;Supermarket;1;1,8;1,8
